BENCHMARK,Original_iteration_1,Original_iteration_2,Original_iteration_3,Original_iteration_4,Original_iteration_5,Original_iteration_6,Original_iteration_7,Original_iteration_8,Original_iteration_9,Original_iteration_10,Original_iteration_11,Original_iteration_12,Original_iteration_13,Original_iteration_14,Original_iteration_15,Original_iteration_16,Original_iteration_17,Original_iteration_18,Original_iteration_19,Original_iteration_20,Original_iteration_21,Original_iteration_22,Original_iteration_23,Original_iteration_24,Original_iteration_25,Original_iteration_26,Original_iteration_27,Original_iteration_28,Original_iteration_29,Original_iteration_30,Mutant_iteration_1,Mutant_iteration_2,Mutant_iteration_3,Mutant_iteration_4,Mutant_iteration_5,Mutant_iteration_6,Mutant_iteration_7,Mutant_iteration_8,Mutant_iteration_9,Mutant_iteration_10,Mutant_iteration_11,Mutant_iteration_12,Mutant_iteration_13,Mutant_iteration_14,Mutant_iteration_15,Mutant_iteration_16,Mutant_iteration_17,Mutant_iteration_18,Mutant_iteration_19,Mutant_iteration_20,Mutant_iteration_21,Mutant_iteration_22,Mutant_iteration_23,Mutant_iteration_24,Mutant_iteration_25,Mutant_iteration_26,Mutant_iteration_27,Mutant_iteration_28,Mutant_iteration_29,Mutant_iteration_30,Lower_CI_original,Upper_CI_original,Lower_CI_mutant,Upper_CI_mutant,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanEmptyMapTest.toList,702126.754,697248.379,719290.666,713411.046,716448.165,713223.358,709734.136,710504.965,707670.301,717074.935,708049.535,714472.712,716104.551,714716.131,721784.449,713429.09,716779.089,718393,715147.667,709741.396,713909.235,713581.205,715300.515,708919.806,721022.74,705569.202,712186.116,709584.108,722768.213,715669.762,683972.777,682431.409,691821.689,711003.375,700982.9,698844.665,690354.183,704831.799,693072.486,692417.997,683126.346,686807.936,683018.038,676552.984,686534.22,695560.697,701176.695,694251.172,687754.362,698601.529,700061.177,697786.579,697510.184,696779.465,695381.258,689937.581,689115.434,683322.701,694969.485,699488.423,710470.7,715555.3,688962.2,696100.7,0.969699,0.9727307
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.anySatisfy,826157.024,801171.895,823492.135,808619.925,816485.378,813254.81,815698.001,820429.324,822728.295,816783.587,822995.598,813781.913,827492.936,821331.131,827676.987,824935.109,819769.246,825359.423,817690.049,809326.031,814176.599,813733.732,805005.74,788528.13,810968.239,795884.339,810555.485,811196.104,815797.839,817721.998,591217.647,581419.745,602930.274,597692.566,598972.654,597562.051,584337.512,593184.882,596505.058,597912.226,600168.922,601257.274,592326.15,603855.121,596290.259,598151.166,593103.386,599308.97,594155.803,595199.307,596713.009,597135.461,597822.437,599843.216,593579.512,596233.403,597636.842,591804.419,602264.771,600826.733,812126.7,820414.9,593884.2,598337.8,0.7293325,0.7312707
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.appendString,506440.944,514910.071,528285.344,525066.007,522834.578,524667.479,521762.936,523200.457,523567.046,525326.546,527639.604,521424.495,518737.404,520070.765,518546.277,513798.758,529541.822,523622.355,526165.524,526083.967,520782.55,529486.316,523808.234,520533.21,518122.219,516081.355,513356.169,516981.447,523260.073,521950.864,491883.09,488522.531,498397.855,501800.238,486396.807,502877.808,491358.47,507665.596,505728.171,513342.156,516660.802,507794.944,511239.825,513038.889,506958.954,504117.007,499465.429,503219.447,502486.481,501881.132,510866.808,510805.674,516448.632,511905.663,509924.289,511503.207,512464.274,510211.276,509268.191,504195.212,519401.2,524080.2,501609.4,508787.5,0.9657283,0.9708198
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.containsAll,755881.444,738432.248,763362.84,769305.937,763917.065,760739.685,756890.442,739053.89,758532.507,760152.116,754904.806,760907.148,731049.674,753227.705,754824.092,763603.239,768499.893,770230.832,763717.28,761044.372,763840.818,764589.513,766137.599,752265.529,760631.806,755185.122,761563.777,769702.507,751841.684,763554.887,786338.17,769687.176,788438.761,747420.75,779471.856,793857.32,811239.264,811672.304,796550.335,785393.462,823070.049,835810.508,840422.287,836535.934,840294.058,816429.078,817962.71,813513.662,811469.458,831895.49,830240.4,833113.74,840434.157,838611.015,832282.76,839677.993,832312.45,844624.576,836388.746,826370.718,753444.9,762272.2,803711.5,825944.7,1.066625,1.083539
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.count,542090.272,536477.291,551349.403,549130.84,547679.03,546813.357,545470.856,545042.893,539656.363,545389.631,552465.214,548576.436,541040.111,542903.515,544292.08,550384.058,548720.583,541960.5,543250.706,541041.681,548724.114,548530.856,549805.004,545833.658,549646.256,545854.865,544940.616,547912.539,552377.482,549455.034,552465.935,549845.836,559528.938,555025.789,564445.365,561591.996,549221.617,553640.287,559985.032,563066.885,561236.627,563326.645,563119.64,555961.818,555610.067,554154.493,555119.74,558985.793,559856.228,548288.606,559737.218,557531.564,560523.069,560989.923,558783.894,554962.975,563000.087,544384.289,554708.817,555777.179,544101.1,547711,555281.9,559615.2,1.020542,1.021725
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.forEach,599431.177,595574.302,612622.827,608244.979,604975.162,603560.951,601473.355,608697.773,603391.06,612968.495,604655.749,610127.359,608496.813,607202.096,608187.986,613497.682,608291.362,613547.813,608022.838,605096.117,602120.873,611024.492,617606.554,611895.029,607154.936,610130.643,610978.343,611672.539,615559.82,614369.334,742143.221,733199.353,749425.303,763966.595,756855.017,759515.212,752237.776,754320.024,748038.268,762544.632,765773.719,756895.04,761923.528,759336.758,742924.712,751364.743,749940.477,762427.407,759907.909,747261.912,757031.987,747142.898,756599.741,755443.664,761007.826,757316.014,760920.292,755388.426,750578.331,742982.408,605691.6,610157.1,750875.2,757866.6,1.239635,1.242049
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.forEachKey,894473.991,874103.46,891601.924,922559.806,903352.594,914026.663,892392.429,937221.713,935987.568,950594.179,951075.734,943024.822,949574.917,943654.541,945283.285,937879.743,944784.599,937447.821,945151.973,944175.919,941370.352,948894.9,945143.879,952828.547,941898.137,955372.675,945861.57,954989.771,944370.354,930890.531,1264317.34,1235760.63,1276216.79,1274490.29,1273324.86,1242828.55,1253188.38,1270780.67,1274749.92,1273546.93,1266387.21,1268038.76,1247732.1,1278388.86,1266407.79,1270787.21,1280344.69,1271573.92,1250934.92,1257848.76,1224901.19,1266758.22,1284035.41,1269714.01,1255549.11,1251009.86,1278420.34,1264707.28,1275904.14,1255272.61,923102.6,942880,1257316,1270240,1.34719,1.362054
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.forEachKeyValue,880688.818,867813.706,875945.694,877927.165,872416.168,852019.233,866466.27,855626.061,876728.645,874242.131,884512.748,879352.362,883823.953,879788.192,889326.426,879076.326,876998.577,885020.642,871146.964,853629.558,877211.517,872726.38,881273.831,877911.786,886416.781,875878.815,878776.497,877516.978,879246.796,886755.299,929223.977,920371.828,941207.957,951469.159,955575.016,949119.418,938448.757,951537.245,946828.773,937454.805,929474.503,932036.093,925899.353,952782.408,947865.713,948979.767,936394.537,930709.697,942210.338,940188.582,947769.344,942535.054,884601.56,938818.349,910712.555,945685.899,949512.219,948464.408,954532.265,957094.66,871177.1,879731.6,931878.8,944825.5,1.069648,1.073979
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.newWithoutKeyValue,359167.78,353273.072,363887.612,366264.107,363500.528,362808.092,364017.907,365287.748,367062.095,369250.29,361144.588,357644.661,360706.103,347549.324,336579.314,330149.595,343215.904,319679.586,350559.211,327537.096,340718.866,364296.599,361656.957,355956.582,357734.581,360414.019,359868.387,355571.91,352264.649,333018.117,320835.671,316703.71,329189.192,303978.332,347886,347947.298,343088.439,344679.549,351798.604,357508.872,357481.887,355447.696,356236.374,358654.157,358304.705,345324.269,357423.934,350341.278,348326.451,338611.703,344021.688,340253.502,343786.892,355994.381,358469.738,358170.721,358204.352,359757.511,358621.98,355665.112,346195.7,359116.8,340775.2,352995.6,0.9830736,0.9842735
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.noneSatisfy,648334.234,644651.561,662105.023,662037.707,666623.789,658043.873,662612.936,661674.026,670289.67,664431.291,665178.819,655214.755,658049.921,662170.229,665138.304,665018.348,667214.078,665185.266,661530.097,669646.391,665248.03,664200.992,662248.759,667439.57,662553.454,651493.602,654908.923,666717.776,668817.696,666169.551,567577.146,552292.914,572911.024,581648.377,570821.27,576328.31,568223.363,576559.583,581393.286,575963.058,587655.735,578335.542,584886.468,572447.519,585828.178,580719.361,573570.388,573187.968,575448.685,571516.357,581421.743,588888.571,571624.978,566698.91,567614.612,578497.837,558628.17,576706.541,577080.818,581912.278,659327.3,664752.9,572071.8,579202,0.8676605,0.8713042
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.testEquals,49874.435,48283.5067,49323.0518,49418.8527,50136.6221,50160.7728,49225.6144,49680.4805,48178.2848,49073.4838,49748.3092,49825.8954,50216.0637,50311.1137,49418.7828,48847.0069,49036.2897,48252.4159,49147.8442,49304.9332,48618.1085,49650.2583,48300.8435,49594.1291,49533.5697,50211.4196,50111.7535,50253.6472,49893.5,49804.0601,50665.7994,49285.6488,50381.652,50547.0322,50272.5969,49708.2428,49683.1026,50207.7801,50468.5509,50654.5771,49975.8197,50405.8132,50692.2125,50523.9641,50874.8345,50636.1945,50594.5987,50775.4951,50542.2169,50411.6211,50041.5083,50304.8505,48883.3177,50573.5205,50335.9877,50692.4278,50789.6218,50479.9946,50318.4125,50135.8216,49082.46,49670.24,50117.58,50531.81,1.01732,1.021185
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.testToString,264089.387,258689.149,267901.679,270699.861,270679.122,271880.718,268517.444,269828.981,271224.577,270042.822,265012.904,265085.683,266347.651,270669.342,267305.225,273546.474,271414.691,271790.899,272998.373,270796.27,271078.384,270674.883,272868.753,268609.079,270793.722,267970.041,267933.992,270632.734,267517.019,270967.747,265069.078,259299.822,270639.508,268617.679,270475.09,267175.515,268980.791,266626.845,268472.121,271227.744,269103.345,269018.623,266334.756,266062.585,269985.974,269965.062,266782.84,265559.342,262398.846,269315.003,268739.309,270219.285,269046.478,268302.932,270438.014,269025.869,265039.061,269429.392,266769.766,270207.159,267659.7,270640.6,266547.6,268993.1,0.9939147,0.9959177
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.toArrayWithTargetArray,1178361.43,1156301.04,1203182.93,1190719,1179377.36,1190964.38,1182893.07,1188427.01,1175277.72,1196890.63,1178962.37,1193637.55,1174003.8,1145482.46,1179258.08,1170348.25,1149319.08,1168536.29,1184619.74,1151649.95,1188418.3,1159135.96,1155201.68,1207744.55,1190181.94,1186141.42,1196284,1194196.02,1189041.41,1194577.86,976047.999,981788.797,993671.838,1001278.36,990691.533,1008608.84,994499.417,993795.863,988247.795,994140.292,992775.855,993397.494,997146.522,1004534.94,1012526.03,1005503.1,1006221.79,1002038.99,986769.707,998039.798,997366.166,996313.816,996752.037,999963.884,975924.554,1009071.87,989329.006,945383.249,993923.57,1003785.99,1169865,1185178,990167.9,1000226,0.8439121,0.8464261
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.toList,852791.987,833723.211,872665.996,865089.512,865029.734,862771.952,861929.724,860031.709,859466.282,856314.022,845326.673,869780.596,871789.898,846678.098,837898.687,860197.042,867082.684,864976.957,865937.223,867537.657,866240.632,855899.948,854078.262,853908.169,851480.855,866862.068,861443.069,867324.414,855904.975,868874.711,674551.988,653010.498,678973.425,676346.714,679450.923,686915.683,644832.817,681806.939,695958.985,684240.668,679821.184,672430.699,681501.203,672541.855,664614.096,670899.793,668807.589,693225.623,684230.508,683860.476,682252.254,665893.154,678540.948,674365.027,663757.995,680427.628,667724.757,682091.592,669548.2,672710.54,854620.9,863540.8,670850.3,680842.4,0.7849684,0.7884306
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.toSet,606763.373,602050.996,615516.775,611283.67,613101.207,611279.322,617416.813,613541.845,610073.63,622561.754,612633.486,618392.356,612216.531,598655.315,584051.152,592336.404,574826.277,572493.066,598057.419,619179.265,610781.292,611806.297,617593.053,612665.551,619708.081,617693.927,621489.153,617766.283,624575.971,617093.03,600621.88,597534.892,611140.405,610628.039,607676.991,609890.995,607059.484,603904.491,610255.032,606845.522,601334.055,608060.388,605340.544,605462.63,605508.28,610253.356,609172.62,615325.451,613906.892,609265.817,609462.418,600559.136,606776.016,608523.879,602579.312,612435.723,605544.241,613600.287,612136.947,605703.414,599738.9,613150.2,605507,609377.7,0.9938979,1.009624
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanSingletonMapTest.allSatisfy,2756949.33,2733224.11,2730425.33,2774610.32,2769496.32,2802429.02,2763234.77,2788927.42,2810627.85,2807122.12,2785384.98,2816043.14,2761171.41,2802126.44,2757237.67,2791534.87,2768791.68,2845656.1,2834086.73,2786575.02,2788431.53,2804817.4,2755198.6,2727707.21,2691639.27,2723720.6,2655050.43,2728896.75,2624667.56,2698735.56,2917294.93,2789649.65,2926135.03,2952951.38,2920973.58,2883076.71,2879043.76,2910174.02,2918040.66,2920266.74,2952785.48,2946983.66,2903808.52,2914258.3,2882485.55,2922855.33,2951151.03,2919893.41,2906616.58,2911090.63,2911057.15,2934788.84,2884342.09,2985949.7,2968332.12,2930822.76,2922802.58,2912141.95,2933278.95,2910263.45,2753462,2793266,2899513,2931066,1.049287,1.053045
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanSingletonMapTest.anySatisfy,1555800.35,1544748.23,1559739.92,1567492.5,1501892.32,1470573.46,1518688.57,1448480.51,1519741.44,1536770.21,1570549.61,1588074.15,1578893.31,1582922.64,1584236,1564233.65,1573790.51,1571156.8,1569033.53,1562687.88,1574070.31,1557639.99,1579787.56,1573219.23,1572876.55,1585697.63,1574923.42,1585171.86,1569523.22,1562351.76,1588058.98,1554769.19,1614039.64,1609390.54,1587447.87,1604530.4,1577865.38,1607150.81,1593870.88,1608217.7,1606238.68,1610012.98,1608911.41,1605085.91,1611217.41,1609709.98,1613233.08,1590266.53,1610110.68,1572445.46,1610830.21,1606052.35,1602487.71,1610234.01,1613171.8,1608355.91,1602213.19,1609147.91,1612958.61,1596156.55,1539218,1569741,1594550,1607657,1.024183,1.035951
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanSingletonMapTest.asLazy,1164964.27,1145783.48,1179515.54,1196340.84,1181723.57,1193072.25,1187482.22,1188142.86,1177113.82,1185951.47,1178044.55,1191199.56,1191322.92,1194114.64,1183384.65,1184111.18,1177093.12,1190929.13,1194047.18,1189831.5,1188271.72,1191510.06,1179443.35,1192340.09,1187469.7,1195788.59,1190518.94,1183347.43,1189042.94,1185630.58,1236130.27,1231919.34,1256810.77,1269194.26,1260028.03,1259569.54,1244346.12,1256932.5,1253453.75,1275780.29,1262150.15,1255691.45,1263029.43,1259843.07,1260145.44,1269503.17,1261421.89,1261422.19,1267562.08,1245022.52,1260514.22,1263309.12,1269816.62,1267048.16,1272902.38,1253819.2,1253045.3,1264761.76,1265620.69,1242492.61,1179938,1189124,1254494,1263317,1.062323,1.063198
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanSingletonMapTest.contains,2673314.91,2618348.05,2658522.68,2660509.05,2626339.64,2645106.31,2675656.27,2686860.64,2664717.36,2681004.13,2669700.58,2687027.28,2709942.96,2684996.19,2667110.62,2638612.61,2612936.41,2589015.44,2705356.46,2705166.5,2654590.4,2667939.91,2685839.01,2727863.17,2699069.27,2691754.15,2668512.89,2675730.48,2697882.27,2698135.55,2672538.54,2651517.53,2717286.08,2721405.85,2674284.27,2643045.22,2618947.76,2672446.91,2678090.26,2721834.29,2694361.22,2738838.37,2712453.47,2760109.59,2749215.85,2682199,2716122.43,2693573.2,2655632.99,2683137.28,2634863.55,2699407.1,2708612.94,2644472.17,2584064.74,2650929.58,2683946.03,2697452,2688532.86,2715687.44,2653105,2683036,2669748,2706725,1.006277,1.008832
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanSingletonMapTest.containsAll,1629129.01,1597987.85,1640454.43,1654280.98,1625293.95,1640417.01,1617791.74,1664839.19,1642531.9,1652015.59,1636637.19,1624136.51,1623260.77,1632339.27,1593752.59,1618131.1,1650730.9,1655638.51,1621589.39,1644817.73,1646989.28,1659062.23,1662185.16,1665434.53,1650847.88,1660855.85,1650879.98,1649777.1,1647360.97,1665232.17,1702487.39,1722002.24,1752247.92,1755798.26,1745578.06,1771006.45,1702273.02,1717631.99,1726323.65,1734025.73,1747542.84,1768858.16,1772723.2,1765409.01,1767541.03,1760490.78,1764998.95,1767594.31,1752727.21,1756642.3,1751524.58,1722889.74,1745370.45,1750242.94,1760217.79,1756203.43,1741085.72,1751556.07,1765099.91,1756463.95,1628774,1646690,1739151,1757592,1.067303,1.06786
