BENCHMARK,Original_iteration_1,Original_iteration_2,Original_iteration_3,Original_iteration_4,Original_iteration_5,Original_iteration_6,Original_iteration_7,Original_iteration_8,Original_iteration_9,Original_iteration_10,Original_iteration_11,Original_iteration_12,Original_iteration_13,Original_iteration_14,Original_iteration_15,Original_iteration_16,Original_iteration_17,Original_iteration_18,Original_iteration_19,Original_iteration_20,Original_iteration_21,Original_iteration_22,Original_iteration_23,Original_iteration_24,Original_iteration_25,Original_iteration_26,Original_iteration_27,Original_iteration_28,Original_iteration_29,Original_iteration_30,Mutant_iteration_1,Mutant_iteration_2,Mutant_iteration_3,Mutant_iteration_4,Mutant_iteration_5,Mutant_iteration_6,Mutant_iteration_7,Mutant_iteration_8,Mutant_iteration_9,Mutant_iteration_10,Mutant_iteration_11,Mutant_iteration_12,Mutant_iteration_13,Mutant_iteration_14,Mutant_iteration_15,Mutant_iteration_16,Mutant_iteration_17,Mutant_iteration_18,Mutant_iteration_19,Mutant_iteration_20,Mutant_iteration_21,Mutant_iteration_22,Mutant_iteration_23,Mutant_iteration_24,Mutant_iteration_25,Mutant_iteration_26,Mutant_iteration_27,Mutant_iteration_28,Mutant_iteration_29,Mutant_iteration_30,Lower_CI_original,Upper_CI_original,Lower_CI_mutant,Upper_CI_mutant,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.block.function,1254493.069,1246697.888,1284278.089,1274022.11,1275003.467,1262411.818,1270277.309,1283162.925,1270830.948,1290392.293,1280917.276,1236373.503,1244502.75,1274584.529,1272217.198,1286751.912,1260758.426,1264790.074,1232866.906,1276900.443,1236459.866,1243516.057,1246112.374,1242649.646,1262914.717,1217438.532,1236445.742,1219609.832,1273030.686,1230881.751,1034526.701,1026615.067,1048224.368,1050872.019,1041507.321,1037403.316,1058896.729,1075438.748,1069254.996,1060817.515,1064893.512,1054625.386,971387.2966,1000411.574,950870.8925,947468.1659,975828.7628,985054.3734,1037961.4,1068917.015,1075352.772,1068684.38,1067068.823,1069546.975,1064950.028,1077630.655,1069191.315,1064679.316,1051268.166,1077360.296,1251842,1269917,1014321,1053018,0.8102598,0.8292026
org.eclipse.collections.impl.block.procedure,2748076.38,2662913.282,2732149.48,2774785.429,2763640.379,2789318.699,2779148.598,2774226.928,2771350.372,2773650.318,2785070.792,2793765.389,2749274.611,2791155.902,2770763.824,2751212.01,2779307.947,2761918.95,2795781.036,2798630.685,2781137.623,2787987.405,2776820.86,2789905.318,2784939.678,2787298.444,2772127.262,2776538.96,2756763.067,2773722.972,2553941.728,2481792.43,2530467.867,2523045.25,2566012.04,2546114.777,2567397.484,2550877.86,2564283.004,2589352.117,2560228.64,2560220.928,2562213.056,2567299.84,2560684.904,2557365.339,2546353.681,2539945.02,2546668.096,2558922.267,2565623.319,2575772.104,2558818.119,2568521.078,2578132.989,2562170.039,2560008.814,2558591.971,2558907.312,2527141.2,2757920,2781392,2545774,2563538,0.9216672,0.9230731
org.eclipse.collections.impl.lazy,945844.2013,933841.4917,930228.2144,963401.3813,934462.1579,966283.7981,963496.8679,936577.4207,949511.2019,923473.7953,957430.7638,953935.1664,960507.5607,920712.5433,962456.0943,957775.5449,953931.3293,957189.7484,927238.6321,920343.6547,962122.0494,924847.5848,944690.6384,950817.2968,938971.7405,935045.1279,915938.4066,946829.5416,919179.322,946755.9727,899375.7387,906347.1495,895764.7498,922351.2993,900514.4412,902017.69,897495.4869,903340.4236,925399.1171,924256.5277,921887.6602,890029.9188,924030.9451,886291.2212,879752.6713,903646.0269,871441.5048,880077.5065,905526.4047,881769.3625,915525.099,883311.0767,904621.2851,875816.5939,893717.538,881259.2301,880833.4089,807416.2611,877314.5293,897050.1025,937526,951954.5,887141.9,905956.7,0.9462584,0.9516853
org.eclipse.collections.impl.list.fixed,641048.995,612857.3756,641670.836,642536.6304,644430.4769,636551.3597,642961.2353,641723.2151,641644.3394,627839.3037,643829.2542,638226.3588,647400.4614,637655.3491,633519.0265,647029.3111,646397.0317,643973.9183,646695.7656,645035.6432,636254.1011,636015.372,648544.7145,639553.6881,647499.6559,647365.9678,641606.2639,642847.5989,638800.0783,645307.7192,606723.7168,600142.8618,612229.6972,620699.2843,609754.94,615297.582,618908.3722,619712.6142,619011.0784,617953.7487,617709.5265,622532.0812,613653.981,611453.8603,612443.3551,616977.9415,610759.3352,608007.5904,618164.3504,619748.1809,614953.6434,619364.3093,622038.037,621800.8392,616600.1868,612576.3328,616772.7883,607370.6412,617237.9261,610638.3014,637066.2,643558.7,612722.4,617484.5,0.9594872,0.9617876
org.eclipse.collections.impl.list.immutable,214683.8717,213611.6275,215583.6006,219876.6726,220867.5959,219880.9561,217291.0711,219314.107,217787.8036,219580.1356,221194.3631,221434.636,218993.1185,217138.1611,217551.1027,217020.165,218019.4568,220811.1452,219362.6613,220954.4958,221018.045,221264.2217,221825.4357,220866.9905,219948.0836,218292.1145,219348.274,217180.9861,215629.0733,217644.0866,209183.3255,210878.8615,215031.1764,209524.8523,198487.5699,191550.2706,198635.5777,205492.1171,205444.1548,202668.4623,214166.605,214695.3741,215013.8112,214955.2786,214205.6369,215679.6692,214756.302,212897.7233,213740.4774,214672.0081,216202.9033,215429.3494,215970.8908,215252.1626,214829.6623,217754.7556,214555.4801,210610.3938,214069.0356,214009.2743,217925.2,219876.5,208088.5,213829.2,0.954862,0.9724947
org.eclipse.collections.impl.map.immutable.primitive,119110.1002,117925.486,121603.5911,124074.6861,121534.384,120341.0305,123280.3993,123915.1209,123005.0816,121804.3469,123451.8761,124926.5286,122104.0341,123618.3184,123349.7959,122045.3825,122433.9786,121836.9554,123658.3621,125491.0681,123975.0255,123117.3835,123907.8107,124274.6735,118870.3516,120631.4324,121831.9931,124339.2842,125133.5403,119041.9889,119145.8439,117972.675,121530.6727,124174.0253,121473.6472,120328.9976,123305.0603,123816.0681,123091.2455,121877.4734,123377.8494,124989.0232,122055.212,123581.244,123349.7959,122045.3825,122372.7922,121788.2401,123608.9186,125453.4321,123875.9248,123166.6501,123796.3939,124175.3333,118822.8224,120619.3705,121783.2798,124339.2842,125133.5403,118946.8314,121739,123399.7,121721.7,123377.2,0.999779,0.999919
org.eclipse.collections.impl.map.mutable.primitive,2177024.219,2175971.005,2175491.202,2182202.974,2148553.032,2204944.608,2197649.11,2203888.615,2195377.061,2178085.39,2203409.379,2170005.627,2202489.078,2192498.687,2190048.036,2206882.008,2188895.76,2189397.856,2220938.47,2221358.485,2205317.234,2204202.489,2205308.625,2194298.916,2212311.138,2204877.854,2211782.211,2224271.915,2208093.536,2176147.889,2176806.538,2175100.965,2174621.354,2180458.607,2150058.072,2205165.125,2196550.834,2204329.481,2194499.261,2177867.603,2201868.071,2168271.01,2203590.874,2191841.134,2187860.176,2208427.907,2190429.061,2189835.823,2219606.706,2221358.485,2204655.838,2204202.489,2206411.83,2196495.412,2212975.03,2204877.854,2211561.055,2222049.865,2208535.243,2177018.696,2187794,2203214,2187483,2203104,0.9998652,0.9999548
org.eclipse.collections.impl.set.mutable,1556047.652,1532723.118,1581182.393,1599143.844,1604998.542,1593675.831,1587268.44,1581523.166,1597427.242,1589919.98,1588986.319,1569241.624,1599829.346,1552607.688,1597095.407,1602856.81,1602659.801,1575567.488,1596980.233,1608217.925,1610240.2,1591988.752,1600067.998,1600727.463,1591173.95,1602960.512,1540551.587,1589063.622,1575185.656,1592220.066,1557449.356,1532569.861,1582765.158,1598983.946,1604196.444,1595111.432,1587744.764,1582789.397,1597746.791,1588490.339,1589145.234,1570340.862,1600629.661,1551056.632,1595818.752,1601255.554,1601218.704,1576986.776,1596182.142,1609827.753,1611852.052,1592625.802,1600388.075,1601528.227,1590855.779,1602960.512,1542093.681,1588904.732,1576446.813,1591265.307,1578430,1595688,1578603,1595939,1.000058,1.000149
