BENCHMARK,Original_iteration_1,Original_iteration_2,Original_iteration_3,Original_iteration_4,Original_iteration_5,Original_iteration_6,Original_iteration_7,Original_iteration_8,Original_iteration_9,Original_iteration_10,Original_iteration_11,Original_iteration_12,Original_iteration_13,Original_iteration_14,Original_iteration_15,Original_iteration_16,Original_iteration_17,Original_iteration_18,Original_iteration_19,Original_iteration_20,Original_iteration_21,Original_iteration_22,Original_iteration_23,Original_iteration_24,Original_iteration_25,Original_iteration_26,Original_iteration_27,Original_iteration_28,Original_iteration_29,Original_iteration_30,Mutant_iteration_1,Mutant_iteration_2,Mutant_iteration_3,Mutant_iteration_4,Mutant_iteration_5,Mutant_iteration_6,Mutant_iteration_7,Mutant_iteration_8,Mutant_iteration_9,Mutant_iteration_10,Mutant_iteration_11,Mutant_iteration_12,Mutant_iteration_13,Mutant_iteration_14,Mutant_iteration_15,Mutant_iteration_16,Mutant_iteration_17,Mutant_iteration_18,Mutant_iteration_19,Mutant_iteration_20,Mutant_iteration_21,Mutant_iteration_22,Mutant_iteration_23,Mutant_iteration_24,Mutant_iteration_25,Mutant_iteration_26,Mutant_iteration_27,Mutant_iteration_28,Mutant_iteration_29,Mutant_iteration_30,Hitting count ,Lower_CI_original,Upper_CI_original,Lower_CI_mutant,Upper_CI_mutant,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.map.mutable.primitive.ObjectBooleanHashMapKeysViewTest.minBy,2170157.85,2142335.92,2183127.8,2194016.03,2160832.09,2149338.2,2146861.78,2117230.33,2148204.24,2169914.69,2186624.15,2223697.45,2215154.29,2178469.5,2149958.5,2171626.1,2203348.19,2190902.45,2168419.86,2161854.18,2179545.76,2150169.66,2193947.14,2187449.46,2148571.76,2198441.2,2186736.97,2179914.81,2205448.84,2165203.72,2160229.24,2146451.79,2213652.45,2201660.16,2192285.46,2157962.19,2197085.76,2197900.48,2206111.43,2212260.66,2174155.14,2212638.86,2196955.61,2191620.69,2192573.19,2173272.47,2198582.57,2204960.77,2165649.69,2197283.07,2215504.18,2165161.74,2213464.41,2181834.25,2149827.77,2182618.99,2175783.24,2200639.12,2202028.11,2211466.87,16,2162491,2185307,2180503,2199097,1.006211,1.008331
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.toSet,571342.85,566864.999,579118.452,575391.15,577196.557,575137.905,581025.419,577798.889,574088.64,586068.882,576480.552,581829.456,576438.674,563392.347,549804.279,557563.6,541212.216,538811.086,563096.199,583024.322,574700.758,575746.113,581158.312,576682.949,583051.586,581520.025,584738.65,581336.963,587954.795,580807.049,564738.344,562178.275,574456.507,574305.162,571315.486,573473.572,570587.652,567825.69,573838.009,570835.753,565241.441,571563.311,569172.252,569382.924,569344.134,574079.308,572787.33,578546.813,577581.589,572669.153,573040.404,564812.674,570474.237,572074.884,566432.782,576027.026,569515.06,577125.992,575364.432,569578.674,4,564564.1,576941,569317.6,572986.5,0.9931609,1.008448
org.eclipse.collections.impl.map.mutable.primitive.ObjectBooleanHashMapKeysViewTest.min_empty_throws,193736.833,189268.034,196285.525,196199.457,193380.058,192929.033,194509.03,195396.325,193955.287,188822.177,194528.709,191974.884,195073.898,195758.924,196617.238,198182.493,195134.554,198152.695,193163.427,192006.65,190976.408,195820.672,193271.398,196689.362,194980.006,197395.449,192610.85,196748.926,195186.587,196499.705,195445.329,195084.106,197776.584,196457.581,192159.581,197696.784,197263.705,196331.461,196804.766,198302.049,196505.265,194947.566,191943.932,188468.132,198346.576,197612.111,199414.867,196717.944,198722.843,198533.945,197639.568,196369.422,197240.648,197914.596,199425.082,191757.334,178867.32,189833.586,192682.179,187208.182,16,193295.6,195545.8,193790.3,197186,1.002541,1.008523
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanSingletonMapTest.forEachKeyValue,769633.876,752619.796,781390.29,774755.097,767800.935,764553.487,762423.322,759055.395,767311.065,777798.217,786481.849,781302.441,784308.993,786071.407,768050.862,777805.803,778641.783,782442.059,775815.216,755507.519,754146.844,775031.927,779447.47,792990.885,778981.264,789596.686,783979.792,788537.895,784664.687,773742.8,764004.111,765531.104,781108.286,782881.958,791424.856,787280.399,787262.3,776421.55,786503.429,771121.595,779492.932,773229.869,781241.668,779863.986,791647.509,789279.608,788071.934,782353.87,785315.4,788556.252,772054.03,770915.186,770983.169,766205.277,787072.589,768446.387,772652.844,774532.968,783144.161,785142.645,4,769297.7,779415.9,776156.1,783769.6,1.005636,1.00884
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.min_null_throws_without_comparator,81775.1087,82346.2438,83268.412,81696.7918,82083.1915,81103.2255,82153.0722,83117.3883,83376.8555,82758.483,83211.2512,83322.0833,83048.322,83184.8065,82456.722,81296.2081,82371.7737,81347.1923,82540.3781,82939.5796,82664.2714,83171.8195,81759.48,81850.4699,83012.6183,81399.6822,82393.9154,81070.8304,80084.1674,82857.6993,82488.7622,81700.672,79926.0246,78876.7216,80532.3104,76138.1339,79244.7104,80462.407,78522.4506,80651.0579,83607.3804,84800.8721,83379.7311,84103.2981,84499.0461,84071.0452,84364.0316,83587.1137,83073.9906,83690.8728,83541.4425,84410.7975,83648.8237,84857.1038,83645.4221,83937.0262,84028.1146,84557.0657,83314.5903,83770.4349,3,82045.71,82753.61,81469.5,83524.84,0.9928992,1.00932
org.eclipse.collections.impl.map.mutable.primitive.ObjectBooleanHashMapKeysViewTest.collectIntWithTarget,2168456.53,2134426.61,2203626.1,2193266.5,2196287.6,2217447.67,2202535.5,2203634.66,2220639.13,2210466.55,2261145.9,2203479.62,2235158.21,2208007.03,2187936.8,2188627.01,2163725.3,2158834.24,2133650.18,2239241.4,2215173.3,2204344.76,2232772.53,2223722.81,2224075.43,2250996.77,2222863.62,2258757.75,2195969.42,2179583.49,2239078.93,2199231.58,2233487.53,2210473.19,2219947.72,2157836.39,2028306.36,2200695.46,2094270.85,2206843.1,2133366.83,2124332.37,2242463.17,2250390.28,2235415.42,2211954.69,2249153.1,2286682.83,2222343.77,2228227.64,2228228.53,2259368.98,2230670.44,2277710.63,2292951.16,2251148.88,2253358.14,2275566.23,2272864.88,2237093.32,16,2188027,2217067,2183326,2238478,0.9978137,1.009612
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.injectIntoLong,5120550.47,5213380.8,5105785.92,5184059.29,5133483.34,5268932.5,5376322.94,5256900.37,5225764.74,5214345.36,5136747.94,5290546.56,5173257.46,5210652.51,5209862.06,5130949.67,5107845.01,5127919.32,5273493.31,5242278.13,5212038.55,5293682.4,5155373.86,5283565.94,5168724.09,5155037.63,5218739.61,5234745.23,5236804.41,5099173.7,5161520.59,5093117.06,5181836.24,5315351.39,5212338.83,5271238.79,5368827.68,5240300.78,5375160.96,5096341.11,5322872.04,5233761.43,5171886.47,5287687.64,5300943.72,5152731.83,5166955.29,5195978.93,5333494.99,5331973.98,5380564.26,5304790.46,5231573.41,5329750.28,5075102.08,5289352.67,5203843.47,5275009.16,5271915.35,5334624.86,4,5171589,5235364,5207913,5288010,1.006947,1.010101
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.toSortedBag_with_null,152195.412,151001.77,154700.853,154605.908,154627.481,154991.97,154371.743,153669.795,151440.855,151321.059,151576.354,154628.083,153871.8,152660.87,150154.959,150375.424,154429.438,154463.898,154150.911,154644.709,153638.251,151083.575,153214.101,152540.76,153153.429,155641.957,153873.772,152170.956,153536.398,152288.546,153048.716,150849.118,154899.247,152110.844,155513.78,155211.144,155533.458,154050.382,155066.756,154438.617,154993.532,152652.924,156066.021,156469.79,154940.42,153053.884,154475.443,156542.948,157861.288,155835.738,155725.279,156242.851,154511.387,155891.747,154749.561,155859.406,157004.303,155413.795,154884.179,155162.296,3,152356.7,153818,154198.8,155597.7,1.01158,1.012214
org.eclipse.collections.impl.block.procedure.CaseProcedureTest.noopCaseAndThenDefault,2068530.44,2062027.44,2105408.94,2088932.01,2121885.55,2116306.58,2100585.76,2119856.7,2086801.23,2087608.67,2061820.69,2078815.73,2003165.24,2087635.13,2118416.88,2109924.94,2096017.36,2116567.04,2100142.13,2118753.6,2116956.68,2123089.51,2124106.54,2116058.11,2018592.65,2086958.13,2056388.46,2134629.07,2134907.99,2123195.25,1937451.95,1964015.05,2068975.56,2122636.32,2141690.9,2129164.72,2116182.37,2115927.82,2135206.76,2119797.47,2140849.95,2136943.37,2120544.61,2077671.9,2122679.53,2148989.28,2158492.33,2147338.91,2120879.48,2143906.33,2160744.54,2132721.31,2130283.69,2108046.31,2120888.12,2102229.03,2094824.21,2079428.91,2128308.05,2125538.95,2,2078508,2107369,2087618,2133111,1.004486,1.012285
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanSingletonMapTest.toList,615165.357,630295.298,624644.641,626461.123,624524.366,625332.818,615485.029,618520.209,629765.939,629290.052,632265.438,620258.848,616907.726,632708.038,624995.135,628800.031,636216.839,632941.389,623259.96,619770.765,629421.294,626216.959,626128.376,632240.558,626764.328,621274.529,621999.748,625183.193,632378.464,624673.173,628234.975,616132.656,632618.864,635725.101,637583.177,639145.247,626620.862,613357.363,630884.832,631342.505,638088.123,637132.196,639819.265,635471.765,634519.512,638471.462,633127.928,632657.139,631420.9,635978.38,637509.224,642657.954,634597.468,643352.114,638770.848,637394.36,635310.499,628231.837,627323.449,628557.299,6,623211.5,628506.8,630489.8,636502.4,1.01165,1.012771
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.toSortedSet_natural_ordering,842693.694,808626.732,826975.687,821260.38,815487.091,809680.474,817307.062,814732.529,808259.545,822640.56,810646.858,811431.009,786324.113,791669.107,810629.133,813872.334,817195.68,814346.822,808112.363,798753.265,813185.744,805800.019,795703.118,808678.638,802199.326,792580.519,798739.283,809016.537,811077.146,814885.904,839511.415,803643.081,798831.117,827451.366,819895.365,825046.234,825393.213,820684.131,828112.915,812996.33,821393.269,815958.981,812858.668,806299.385,834501.679,822634.314,819069.389,818267.527,825309.516,823149.466,826728.312,828292.943,824524.21,812181.773,813762.197,800572.881,826340.977,825563.728,827361.74,821731.076,2,805015.1,815311.8,815961.3,824285.5,1.010995,1.013602
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.collect,1227602.51,1215552.47,1258327.04,1262763.96,1238541.37,1249666.89,1245327.99,1255030.18,1242620.8,1257335.13,1254119.37,1238215.64,1211486.17,1211493.76,1214729.34,1192664.7,1249852.81,1265265.33,1261509.37,1267942.19,1266696.36,1258165.34,1257061.37,1264188.87,1264447.84,1257119.28,1235066.98,1222049.6,1244607.55,1269258.17,1257794.4,1218032.05,1261413.67,1260466.97,1272747.25,1266952.54,1256031.66,1268851.05,1260822.23,1241899.78,1251080.03,1268771.15,1290857.23,1255004.14,1231160.07,1269235.62,1230086.85,1262472.19,1268067.47,1264757.62,1277300.81,1268377.68,1272142.05,1277459.25,1267664.74,1261156.1,1260163.2,1243839.5,1239496.92,1226968.13,4,1233283,1253202,1251308,1266782,1.010828,1.014663
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.collectByte,441991.02,432044.722,436189.875,419828.427,445641.281,436414.074,447008.476,447286.458,449881.39,448486.21,450673.017,441469.368,447371.109,447525.915,447831.014,440152.106,445621.411,442467.486,447829.916,439598.857,446839.12,445895.072,442596.635,448272.671,450671.096,449313.939,442161.142,447489.378,443416.941,436455.653,448902.71,434795.147,455107.967,454398.661,452247.838,450120.3,440191.826,445432.936,434931.772,452590.2,455490.776,454848.865,453027.574,452127.978,454693.232,452998.526,457867.199,454875.831,451533.984,440553.884,439932.484,447109.229,452606.116,456100.239,453694.525,454933.979,453720.147,454802.806,454913.062,454882.311,4,440631.7,446475.3,447236.9,453127.3,1.014312,1.015029
org.eclipse.collections.impl.map.mutable.primitive.ObjectBooleanHashMapKeysViewTest.noneSatisfyWith,2016660.34,1949365.85,2035873.63,2020635.46,2018219.56,2023235.54,1999439.45,1982513.26,2047187.88,1983033.79,2038131.36,2027295.49,1987418.25,2059391.61,2058341.49,2023228.44,2055402.82,2035519.04,1975185.23,2061419.3,2020924.21,2036081.94,2044154.57,2052373.74,2041349,2048687.88,2004514.98,2056902.77,2048371.02,2012457.22,1998705.35,1983166.21,2076537.63,2062568.9,2108866.94,2054644.23,2046129.76,2100528.48,2005920.67,2064234.75,2052738,2041030.72,2101650.59,2064493.03,2010041.1,2061956.31,2033739.86,2031570.77,2075421.46,2071789.55,2078891.97,2047278.15,2037891.96,2055919.35,2084401.57,2019061.2,2102417.11,2070466.58,2025702.47,2101538.45,19,2010761,2037453,2039226,2068214,1.014268,1.015138
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.asLazy,1.36582227,1.30921034,1.35233191,1.3504234,1.34775233,1.30980807,1.32200979,1.32656562,1.36063955,1.3646111,1.34115877,1.36379769,1.36167325,1.35206833,1.31809473,1.3274485,1.35722061,1.35755399,1.3760739,1.3563589,1.31928042,1.35167532,1.35399638,1.33557242,1.34875323,1.34874142,1.31144806,1.36782482,1.36631275,1.36905336,1.40940075,1.34531522,1.39962378,1.37657063,1.38141948,1.38804434,1.37052077,1.35381161,1.31018335,1.36842911,1.35339814,1.33509471,1.33518332,1.36633989,1.37433967,1.36644243,1.36563352,1.37418984,1.37488108,1.37796146,1.36897444,1.37007808,1.35099153,1.37544302,1.36614634,1.38290104,1.37001826,1.3638516,1.39605836,1.37475208,100000,1.336887,1.354601,1.356515,1.375087,1.01454,1.015253
org.eclipse.collections.impl.map.mutable.primitive.ObjectBooleanHashMapKeysViewTest.max_empty_throws_without_comparator,192566.182,193217.249,194738.719,196754.362,192728.066,195518.946,191777.625,188801.867,190666.245,192540.738,189507.137,195490.569,193444.031,196387.121,191820.1,197172.39,194887.703,197149.174,192595.423,194239.29,193265.409,193482.212,193546.272,197214.729,191535.36,199187.128,193289.105,197584.823,193427.691,197096.224,196024.499,193865.259,196886.817,197840.871,197645.705,196799.031,197901.019,187720.336,198184.224,192612.496,198343.058,196087.859,199066.891,199017.816,200592.924,196328.537,199515.971,197366.177,199840.083,195870.22,197905.269,193999.823,191152.067,190611.251,198578.252,197162.579,200775.952,196418.213,200304.94,197048.981,16,192738.9,194980.3,195204,198001.6,1.012799,1.015608
org.eclipse.collections.impl.map.mutable.primitive.ObjectBooleanHashMapKeysViewTest.collectIf,1350953.83,1399374.33,1442079.24,1446921.22,1449713.08,1451116.42,1432307.87,1420555.95,1412981.14,1435838.1,1451363.93,1443345.25,1455728.06,1442526.66,1424981.48,1449388.3,1428121.09,1460185.79,1445185.18,1444415.11,1440721.6,1448003.19,1434455.21,1449765.45,1453057.5,1459343.11,1459348.66,1447414.91,1458447.73,1434187.63,1456502.32,1447070.03,1474100.6,1469128.53,1474514.07,1464501.05,1486904.41,1466180.04,1440774.67,1450364.08,1460931.02,1492770.48,1481998,1479102.22,1485011.72,1488526.51,1474011.99,1486309.55,1453857.35,1433924.54,1433707.53,1442563.42,1396254.62,1395937.83,1400336.18,1417757.1,1448768.05,1470185.23,1475299.88,1479373.07,16,1426927,1446270,1446762,1470950,1.01394,1.017065
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.flatCollectInt,504662.818,493255.389,505358.316,508922.297,498120.399,497759.248,484891.285,489555.698,503452.942,492479.996,496422.553,499947.34,512171.554,503639.626,492516.932,491106.94,478987.776,496693.361,495012.241,505982.741,488382.817,494613.236,495588.377,493295.327,512960.02,515280.92,516036.932,519772.631,512534.045,516342.121,493565.394,499709.091,504543.801,503072.126,505194.863,505159.686,498020.459,509502.404,503269.189,506185.96,503517.213,507427.877,504543.619,505926.798,509005.558,506705.907,508045.511,508291.226,505544.585,504091.2,504571.78,504573.851,503472.026,503962.734,501990.639,506126.552,503890.105,503638.521,502135.879,501082.107,6,494321.8,502982.2,502988.9,506007.8,1.006044,1.017567
org.eclipse.collections.impl.map.immutable.primitive.ImmutableObjectBooleanHashMapTest.testEquals,43931.0134,42543.3374,43464.5026,43520.4402,44186.7221,44190.147,43382.316,43765.5263,42446.0462,43217.6675,43828.4276,43906.7708,44222.7341,44339.37,43522.333,43047.8151,43209.2679,42494.2526,43299.2859,43415.3935,42813.6507,43761.4583,42543.4069,43710.5031,43623.9476,44229.088,44144.1579,44258.4657,43947.6922,43877.7638,44600.9956,43381.1036,44334.347,44506.1447,44262.2943,43750.1922,43740.0576,44168.8666,44400.8628,44594.7011,43997.7118,44340.808,44614.7512,44448.0063,44755.0627,44561.12,44549.0555,44702.3736,44481.5159,44386.8811,44045.5595,44289.7485,43043.482,44521.9926,44281.6359,44627.7113,44698.1367,44415.7722,44272.4775,44114.2014,6,43226.8,43781.46,44123.82,44475.84,1.015889,1.020691
