BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.list.mutable.CompositeFastListTest.parallelBatchForEach,0.6188759,0.6216964,0.6189945,0.6214451,0.9995958,1.001059
org.eclipse.collections.impl.list.mutable.FastListTest.sumDouble,1.192586,1.20056,1.190601,1.199346,0.9982369,0.9999547
org.eclipse.collections.impl.set.strategy.immutable.ImmutableEmptySetWithHashingStrategyTest.injectIntoLong,1.227869,1.239393,1.224908,1.236726,0.9975911,0.9998135
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.max_without_comparator,1.198703,1.20781,1.197807,1.205038,0.9977236,0.9994078
org.eclipse.collections.impl.set.immutable.ImmutableEmptySetTest.newWith,1.217636,1.226891,1.216379,1.22837,0.9986901,1.001206
org.eclipse.collections.impl.list.mutable.FastListTest.summarizeDouble,1.21891,1.227594,1.225167,1.234152,1.004855,1.0057
org.eclipse.collections.impl.set.strategy.immutable.ImmutableEmptySetWithHashingStrategyTest.injectIntoFloat,1.186559,1.195076,1.192238,1.203476,1.004362,1.007029
org.eclipse.collections.impl.list.mutable.FastListTest.max,1.261486,1.271178,1.265528,1.272964,1.001831,1.003871
org.eclipse.collections.impl.set.strategy.immutable.ImmutableEmptySetWithHashingStrategyTest.injectIntoInt,1.219583,1.227771,1.218875,1.229775,0.9991642,1.001632
org.eclipse.collections.impl.list.immutable.primitive.ImmutableBooleanArrayListTest.injectIntoWithIndex,1.214475,1.224069,1.213351,1.223416,0.9978864,0.9994666
org.eclipse.collections.impl.set.sorted.mutable.SynchronizedSortedSet2Test.asUnmodifiable,1.220201,1.225538,1.220846,1.226598,1.000396,1.000923
org.eclipse.collections.impl.stack.mutable.SynchronizedStackTest.asUnmodifiable,1.236058,1.241438,1.236516,1.241727,0.9997385,1.000371
org.eclipse.collections.impl.list.mutable.FastListTest.injectIntoFloat,1.241968,1.249222,1.241367,1.249661,0.999276,1.000351
org.eclipse.collections.impl.list.immutable.ImmutableSingletonListTest.sumDouble,1.2262,1.232757,1.221789,1.22776,0.9961736,0.996789
org.eclipse.collections.impl.list.mutable.FastListTest.injectIntoFloat,1.231255,1.238478,1.229777,1.234888,0.9976534,0.999636
org.eclipse.collections.impl.set.immutable.ImmutableEmptySetTest.flatCollectWithTarget,1.246029,1.256883,1.242992,1.251369,0.9956863,0.997563
org.eclipse.collections.impl.bag.mutable.HashBagTest.asUnmodifiable,1.254639,1.260996,1.255067,1.262097,0.9997325,1.001039
org.eclipse.collections.impl.list.immutable.ImmutableSingletonListTest.sumDouble,1.24432,1.2518,1.242559,1.249235,0.9982372,0.9991382
org.eclipse.collections.impl.list.immutable.ImmutableDoubletonListTest.min_without_comparator,1.249778,1.259872,1.249297,1.259749,0.9994504,1.000842
org.eclipse.collections.impl.bag.immutable.primitive.ImmutableBooleanEmptyBagTest.booleanIterator,1.237187,1.245408,1.235075,1.242674,0.9978051,0.9988507
org.eclipse.collections.impl.bag.immutable.ImmutableEmptyBagTest.groupByUniqueKey_throws,1.258688,1.268611,1.26769,1.276899,1.005335,1.007152
org.eclipse.collections.impl.set.sorted.mutable.SynchronizedSortedSet2Test.asUnmodifiable,1.250995,1.260283,1.24751,1.257891,0.9968692,0.9981019
org.eclipse.collections.impl.list.mutable.FastListTest.sumDouble,1.232641,1.239276,1.235462,1.241825,1.001373,1.002655
org.eclipse.collections.impl.list.mutable.FastListTest.summarizeDouble,1.22861,1.23464,1.226217,1.234231,0.9977225,0.9996692
org.eclipse.collections.impl.list.mutable.FastListTest.testForEachIf,1.245556,1.253055,1.243007,1.250365,0.9970392,0.9984336
org.eclipse.collections.impl.list.immutable.ImmutableEmptyListTest.injectInto,1.237435,1.244691,1.234413,1.243206,0.997414,0.9989246
