BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.list.mutable.CompositeFastListTest.parallelBatchForEach,0.6200587,0.6208886,0.6197162,0.6204501,0.9994229,0.9995854
org.eclipse.collections.impl.list.mutable.FastListTest.sumDouble,1.193256,1.196658,1.194032,1.197361,1.000237,1.001061
org.eclipse.collections.impl.set.strategy.immutable.ImmutableEmptySetWithHashingStrategyTest.injectIntoLong,1.229598,1.23317,1.229983,1.23421,1.000313,1.000867
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.max_without_comparator,1.201675,1.204437,1.20077,1.203567,0.9989724,0.9992917
org.eclipse.collections.impl.set.immutable.ImmutableEmptySetTest.newWith,1.220119,1.223907,1.219603,1.223639,0.999555,0.9999646
org.eclipse.collections.impl.list.mutable.FastListTest.summarizeDouble,1.223463,1.226697,1.224093,1.226825,1.000019,1.000539
org.eclipse.collections.impl.set.strategy.immutable.ImmutableEmptySetWithHashingStrategyTest.injectIntoFloat,1.192181,1.197551,1.192156,1.196381,0.9992643,1.000403
org.eclipse.collections.impl.list.mutable.FastListTest.max,1.267098,1.270474,1.268674,1.271667,1.000939,1.001388
org.eclipse.collections.impl.set.strategy.immutable.ImmutableEmptySetWithHashingStrategyTest.injectIntoInt,1.221947,1.225456,1.2215,1.224644,0.9993949,0.9996979
org.eclipse.collections.impl.list.immutable.primitive.ImmutableBooleanArrayListTest.injectIntoWithIndex,1.217708,1.221894,1.216203,1.219691,0.9981457,0.9989338
org.eclipse.collections.impl.set.sorted.mutable.SynchronizedSortedSet2Test.asUnmodifiable,1.22051,1.222404,1.221488,1.223572,1.000607,1.000955
org.eclipse.collections.impl.stack.mutable.SynchronizedStackTest.asUnmodifiable,1.237775,1.239469,1.236598,1.239018,0.9989513,0.9996364
org.eclipse.collections.impl.list.mutable.FastListTest.injectIntoFloat,1.243827,1.246858,1.244564,1.247399,1.000248,1.00105
org.eclipse.collections.impl.list.immutable.ImmutableSingletonListTest.sumDouble,1.224335,1.226781,1.224383,1.226714,0.9998746,1.000261
org.eclipse.collections.impl.list.mutable.FastListTest.injectIntoFloat,1.232531,1.23465,1.233247,1.23495,1.000282,1.000598
org.eclipse.collections.impl.set.immutable.ImmutableEmptySetTest.flatCollectWithTarget,1.245986,1.249184,1.246815,1.250712,1.000573,1.001223
org.eclipse.collections.impl.bag.mutable.HashBagTest.asUnmodifiable,1.258285,1.260859,1.256749,1.259639,0.9987995,0.9992771
org.eclipse.collections.impl.list.immutable.ImmutableSingletonListTest.sumDouble,1.243584,1.246084,1.242787,1.245475,0.9992219,0.9995876
org.eclipse.collections.impl.list.immutable.ImmutableDoubletonListTest.min_without_comparator,1.251919,1.255563,1.251583,1.255786,0.9996972,1.000226
org.eclipse.collections.impl.bag.immutable.primitive.ImmutableBooleanEmptyBagTest.booleanIterator,1.236027,1.239509,1.23664,1.23953,1.000017,1.000616
org.eclipse.collections.impl.bag.immutable.ImmutableEmptyBagTest.groupByUniqueKey_throws,1.265514,1.270154,1.265301,1.269743,0.9993066,1.000169
org.eclipse.collections.impl.set.sorted.mutable.SynchronizedSortedSet2Test.asUnmodifiable,1.250021,1.25305,1.251133,1.254857,1.000889,1.001612
org.eclipse.collections.impl.list.mutable.FastListTest.sumDouble,1.236126,1.238527,1.235319,1.238119,0.9993473,1.000133
org.eclipse.collections.impl.list.mutable.FastListTest.summarizeDouble,1.230317,1.232524,1.229562,1.232009,0.9992718,0.9995925
org.eclipse.collections.impl.list.mutable.FastListTest.testForEachIf,1.244948,1.248107,1.243897,1.246632,0.9988229,0.9991698
org.eclipse.collections.impl.list.immutable.ImmutableEmptyListTest.injectInto,1.234875,1.23825,1.235623,1.238256,1.000336,1.000607
org.eclipse.collections.impl.stack.mutable.SynchronizedStackTest.asUnmodifiable,1.255434,1.257907,1.255944,1.258553,1.000255,1.000542
org.eclipse.collections.impl.set.sorted.immutable.ImmutableEmptySortedSetTest.injectInto,1.254025,1.258074,1.253404,1.257309,0.9991365,0.9995832
org.eclipse.collections.impl.set.sorted.mutable.SortedSetAdapterTest.asUnmodifiable,1.247336,1.251387,1.248545,1.252295,1.000525,1.000986
org.eclipse.collections.impl.multimap.bag.sorted.immutable.ImmutableSortedBagMultimapImplTest.toImmutable,1.242223,1.244977,1.241825,1.245128,0.9995875,1.000233
org.eclipse.collections.impl.set.sorted.immutable.ImmutableEmptySortedSetTest.toStack,1.252394,1.255975,1.253445,1.256791,1.0006,1.000937
org.eclipse.collections.impl.list.fixed.ArrayAdapterTest.min,1.227789,1.23063,1.229493,1.232779,1.001202,1.001746
org.eclipse.collections.impl.set.strategy.immutable.ImmutableEmptySetWithHashingStrategyTest.sumFloat,1.266415,1.27013,1.267624,1.271076,1.000328,1.000955
org.eclipse.collections.impl.bag.sorted.immutable.ImmutableEmptySortedBagTest.tap,1.26772,1.270711,1.266493,1.269371,0.9987878,0.9991352
org.eclipse.collections.impl.list.mutable.FastListTest.max,1.275266,1.278143,1.275783,1.27883,1.000405,1.000963
org.eclipse.collections.impl.list.immutable.ImmutableEmptyListTest.injectInto,1.276754,1.27985,1.278922,1.282225,1.001639,1.001885
org.eclipse.collections.impl.stack.mutable.SynchronizedStackTest.asSynchronized,1.294207,1.297352,1.296527,1.298811,1.001236,1.001792
org.eclipse.collections.impl.list.immutable.ImmutableSingletonListTest.minBy,1.286065,1.288956,1.287453,1.290173,1.000717,1.001079
org.eclipse.collections.impl.list.immutable.ImmutableSextupletonListTest.getLast,1.304937,1.3074,1.305082,1.307175,0.9998274,1.000679
org.eclipse.collections.impl.bag.immutable.ImmutableEmptyBagTest.newWith,1.285922,1.289683,1.285758,1.289054,0.9994828,1.000186
org.eclipse.collections.impl.list.immutable.ImmutableSeptupletonListTest.isEmpty,1.314947,1.319526,1.313803,1.319529,0.9991301,1.000003
