BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.collector.MetricsBenchmarks.incrementBytes_mediumSpans_inMemory,96293400,96311400,96292600,96309600,0.9999813,0.9999917
zipkin2.collector.MetricsBenchmarks.incrementBytes_longSpans_inMemory,96307200,96325000,96310000,96325200,1.000002,1.000029
zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_64,470498000,470648000,470478000,470638000,0.9999532,0.999983
zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_32,470590000,470728000,470538000,470696000,0.9998895,0.999932
zipkin2.internal.ReadBufferBenchmarks.readLong_8arity_localArray,245874000,245956000,245850000,245942000,0.9999105,0.9999431
zipkin2.internal.ReadBufferBenchmarks.readLong_localArray,245792000,245906000,245812000,245918000,1.000057,1.00009
zipkin2.codec.CodecBenchmarks.writeChineseSpan_PROTO3,665227,665379.4,665242.8,665384.6,1.000007,1.000024
zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V1,498237.1,498358.8,498226.8,498339.6,0.9999556,0.9999767
zipkin2.internal.ReadBufferBenchmarks.readLong_8arity,245910000,245978000,245878000,245962000,0.9998699,0.999935
zipkin2.codec.CodecBenchmarks.writeClientSpan_PROTO3,957382.2,957626.6,957331,957585.9,0.9999417,0.9999608
zipkin2.codec.CodecBenchmarks.writeTenClientSpans_JSON_V2,90375.99,90400.59,90371.96,90396.74,0.9999516,0.9999578
zipkin2.codec.JsonCodecBenchmarks.bytes_zipkinDecoder,230.5608,230.6356,230.5541,230.6363,0.9999646,1.000004
zipkin2.codec.CodecBenchmarks.writeClientSpan_JSON_V1,472315.7,472503.2,472325.5,472509.8,1.000013,1.000022
zipkin2.codec.CodecBenchmarks.writeClientSpan_THRIFT,584918,585143.2,584815.8,585048.5,0.9998243,0.9998381
zipkin2.internal.WriteBufferBenchmarks.utf8SizeInBytes_chinese,33203000,33216600,33204200,33218200,1.00003,1.000048
zipkin2.codec.CodecBenchmarks.writeChineseSpan_THRIFT,606107.9,606386.5,606100.2,606404,0.9999829,1.000032
zipkin2.internal.WriteBufferBenchmarks.writeUtf8_chinese,13309800,13325600,13309000,13325000,0.9999249,0.999955
zipkin2.codec.CodecBenchmarks.writeClientSpan_JSON_V2,1008294,1008948,1008003,1008722,0.9997119,0.999775
zipkin2.collector.MetricsBenchmarks.incrementBytes_shortSpans_inMemory,96119000,96187400,96100000,96173000,0.9997982,0.9998503
zipkin2.codec.JsonCodecBenchmarks.bytebuffer_jacksonDecoder,332.7841,333.0853,332.7427,333.0449,0.9998652,0.9998912
zipkin2.codec.CodecBenchmarks.readTenClientSpans_JSON_V2,24446.03,24470.18,24445.77,24469.69,0.9999735,1.000012
zipkin2.internal.WriteBufferBenchmarks.writeUtf8_chinese_jdk,4284585,4288701,4283625,4288386,0.9997701,0.9999288
zipkin2.internal.DelayLimiterBenchmarks.shouldInvoke_sameData,40376200,40415800,40357800,40406800,0.9995542,0.9997674
zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V2,1143173,1144411,1143421,1144522,1.000101,1.000214
zipkin2.codec.JsonCodecBenchmarks.bytebuffer_zipkinDecoder,230.9321,231.2119,230.9937,231.2907,1.00027,1.000342
zipkin2.codec.JsonCodecBenchmarks.bytes_moshiDecoder,228.5307,228.8183,228.5212,228.8128,0.9999299,0.9999779
zipkin2.codec.JsonCodecBenchmarks.bytebuffer_moshiDecoder,199.7285,200.0406,199.5746,199.9288,0.9992389,0.9994391
zipkin2.codec.JsonCodecBenchmarks.bytes_jacksonDecoder,395.529,396.2065,395.5232,396.2062,0.9999827,1.000022
zipkin2.EndpointBenchmarks.parseIpv4_literal,35412200,35478800,35411800,35476000,0.9999098,1.000023
zipkin2.server.internal.throttle.ThrottledCallBenchmarks.execute_overCapacity,72831.09,72988.87,72824.05,72984.41,0.9998736,0.999942
zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_wireDecoder,607.9863,609.6025,608.0781,609.6312,1.00005,1.000192
zipkin2.server.internal.throttle.ThrottledCallBenchmarks.execute,73198.51,73433.42,73159.87,73385.55,0.9993355,0.9994525
zipkin2.codec.CodecBenchmarks.readChineseSpan_PROTO3,776573.1,778725,777056.9,779244.9,1.000627,1.00068
zipkin2.codec.CodecBenchmarks.readChineseSpan_JSON_V1,101218.2,101497.3,101183.7,101464.1,0.9996352,0.9996979
zipkin2.codec.CodecBenchmarks.readChineseSpan_THRIFT,353909.5,354908.6,353770.8,354790.3,0.9996152,0.999661
zipkin2.codec.CodecBenchmarks.readClientSpan_JSON_V1,105845.9,106157,105817.6,106133.4,0.99971,0.9998046
zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_zipkinDecoder,875.6223,878.3335,875.7349,878.406,1.00009,1.000155
zipkin2.SpanBenchmarks.buildClientSpan_clone,10931000,10969800,10928600,10966400,0.9996717,0.999817
zipkin2.codec.ProtoCodecBenchmarks.bytebuffer_protobufDecoder,822.5721,825.1736,821.2422,824.1034,0.9983763,0.9986892
zipkin2.codec.CodecBenchmarks.readClientSpan_PROTO3,981321,984943,981878.1,985043.5,1.000123,1.000546
zipkin2.SpanBenchmarks.padLeft_17Chars,76009600,76271200,75961400,76225400,0.9993347,0.9994648
zipkin2.codec.ProtoCodecBenchmarks.bytes_wireDecoder,625.8989,627.9012,625.1553,627.2294,0.9987672,0.9989187
zipkin2.codec.CodecBenchmarks.readClientSpan_THRIFT,425664.8,427224.6,425183.8,426725.3,0.9987994,0.9988729
zipkin2.codec.CodecBenchmarks.readChineseSpan_JSON_V2,181224.1,181882.7,181530.4,182138.9,1.001419,1.00168
zipkin2.SpanBenchmarks.padLeft_15Chars,83409000,83708600,83567200,83871200,1.001888,1.001957
zipkin2.codec.CodecBenchmarks.readClientSpan_JSON_V2,178112.6,178777.8,177969.1,178653.2,0.999198,0.9993527
zipkin2.codec.ProtoCodecBenchmarks.bytes_zipkinDecoder,937.0108,940.8447,935.6233,939.4682,0.9984848,0.9985621
