BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.collector.MetricsBenchmarks.incrementBytes_mediumSpans_inMemory,96297640,96306360,96299140,96308070,1.000016,1.000019
zipkin2.collector.MetricsBenchmarks.incrementBytes_longSpans_inMemory,96313140,96322500,96312210,96321430,0.9999874,0.9999904
zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_64,470538600,470622100,470525000,470610700,0.9999712,0.9999757
zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_32,470607100,470692100,470565700,470650700,0.9999089,0.9999135
zipkin2.internal.ReadBufferBenchmarks.readLong_8arity_localArray,245871400,245924300,245875700,245927100,1.000009,1.000017
zipkin2.internal.ReadBufferBenchmarks.readLong_localArray,245822100,245882100,245843600,245902100,1.000078,1.00009
zipkin2.codec.CodecBenchmarks.writeChineseSpan_PROTO3,665254.6,665338.5,665286.2,665369.2,1.000045,1.000049
zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V1,498255.2,498325.6,498237.7,498310.7,0.9999644,0.999971
zipkin2.internal.ReadBufferBenchmarks.readLong_8arity,245905000,245949300,245900000,245945700,0.9999797,0.9999855
zipkin2.codec.CodecBenchmarks.writeClientSpan_PROTO3,957342.5,957483.5,957394.1,957536.9,1.000051,1.000056
zipkin2.codec.CodecBenchmarks.writeTenClientSpans_JSON_V2,90377.89,90392.06,90376.89,90391.36,0.9999897,0.9999925
zipkin2.codec.JsonCodecBenchmarks.bytes_zipkinDecoder,230.5738,230.6208,230.5654,230.6132,0.9999626,0.9999706
zipkin2.codec.CodecBenchmarks.writeClientSpan_JSON_V1,472343.2,472445.5,472350.6,472454.1,1.000015,1.000022
zipkin2.codec.CodecBenchmarks.writeClientSpan_THRIFT,584939.6,585076.8,584933.2,585071.2,0.9999854,0.9999916
zipkin2.internal.WriteBufferBenchmarks.utf8SizeInBytes_chinese,33206000,33214070,33205070,33213290,0.999972,0.9999785
zipkin2.codec.CodecBenchmarks.writeChineseSpan_THRIFT,606151.8,606326.5,606171.6,606342.1,1.000025,1.000034
zipkin2.internal.WriteBufferBenchmarks.writeUtf8_chinese,13313210,13322140,13311570,13320710,0.9998766,0.9999035
zipkin2.codec.CodecBenchmarks.writeClientSpan_JSON_V2,1008341,1008700,1008319,1008704,0.9999775,1.000008
zipkin2.collector.MetricsBenchmarks.incrementBytes_shortSpans_inMemory,96134430,96173360,96140790,96180210,1.000065,1.000077
zipkin2.codec.JsonCodecBenchmarks.bytebuffer_jacksonDecoder,332.802,332.9626,332.776,332.9418,0.9999174,0.9999374
zipkin2.codec.CodecBenchmarks.readTenClientSpans_JSON_V2,24450.45,24463.57,24451.82,24465.64,1.000057,1.000085
