BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.collector.MetricsBenchmarks.incrementBytes_mediumSpans_inMemory,96292670,96309670,96296500,96312170,1.000028,1.00004
zipkin2.collector.MetricsBenchmarks.incrementBytes_longSpans_inMemory,96306170,96321170,96308000,96322330,1.000012,1.000021
zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_64,470488300,470631700,470490000,470636700,0.9999965,1.000014
zipkin2.internal.WriteBufferBenchmarks.varIntSizeInBytes_32,470578300,470711700,470558300,470688300,0.9999469,0.9999575
zipkin2.internal.ReadBufferBenchmarks.readLong_8arity_localArray,245851700,245933300,245865000,245946700,1.000047,1.000054
zipkin2.internal.ReadBufferBenchmarks.readLong_localArray,245825000,245915000,245836700,245923300,1.000027,1.000047
zipkin2.codec.CodecBenchmarks.writeChineseSpan_PROTO3,665224.2,665358.6,665264.5,665397,1.000054,1.000061
zipkin2.codec.CodecBenchmarks.writeChineseSpan_JSON_V1,498242,498349,498222.3,498329.7,0.9999603,0.9999641
zipkin2.internal.ReadBufferBenchmarks.readLong_8arity,245885000,245960000,245903300,245970000,1.000034,1.000075
zipkin2.codec.CodecBenchmarks.writeClientSpan_PROTO3,957292.6,957515.3,957339.1,957578.6,1.000049,1.000066
zipkin2.codec.CodecBenchmarks.writeTenClientSpans_JSON_V2,90371.75,90394.61,90371.78,90395.13,0.9999941,1.000007
zipkin2.codec.JsonCodecBenchmarks.bytes_zipkinDecoder,230.5669,230.6388,230.5428,230.6225,0.9998947,0.9999336
zipkin2.codec.CodecBenchmarks.writeClientSpan_JSON_V1,472340.2,472508.9,472347.6,472501.5,0.9999829,1.000017
zipkin2.codec.CodecBenchmarks.writeClientSpan_THRIFT,584888.4,585130,584904.9,585114.9,0.9999746,1.000028
zipkin2.internal.WriteBufferBenchmarks.utf8SizeInBytes_chinese,33204670,33217170,33202830,33217330,0.9999398,1.000005
