BENCHMARK,ITERATION_1,ITERATION_2,ITERATION_3,ITERATION_4,ITERATION_5,ITERATION_6,ITERATION_7,ITERATION_8,ITERATION_9,ITERATION_10,ITERATION_11,ITERATION_12,ITERATION_13,ITERATION_14,ITERATION_15,ITERATION_16,ITERATION_17,ITERATION_18,ITERATION_19,ITERATION_20,ITERATION_21,ITERATION_22,ITERATION_23,ITERATION_24,ITERATION_25,ITERATION_26,ITERATION_27,ITERATION_28,ITERATION_29,ITERATION_30,RSD
zipkin2.storage.QueryRequestTest._Benchmark.benchmark_test_minDuration,787825.4752,785162.5336,785623.406,787364.6731,785306.2946,785192.854,785806.6365,788440.3215,786103.1219,785901.1268,787919.5417,786039.9474,788469.6143,785905.3672,787033.5127,786722.25,788544.2984,786967.7197,786460.2057,781931.7291,786265.529,786605.4626,784702.8972,786968.6371,786559.7941,787687.0935,786547.3108,786012.2863,784075.5445,787494.4002,0.17777532
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4,425502.1762,424167.1913,424839.7175,423697.4697,424571.7899,423387.6238,426356.2494,424485.2443,424242.3691,426577.9236,423695.3298,425839.3674,426351.5247,426432.1903,424099.2917,424896.8268,425508.9184,423062.1337,426141.8931,425187.5009,426267.1696,424653.2857,424675.8424,423939.1873,425609.2971,425842.9675,424070.04,424523.3682,424840.6803,424945.5302,0.231863332
zipkin2.storage.GroupByTraceIdTest._Benchmark.benchmark_map_modifiable,704514.5724,701604.5137,703988.8231,704416.5717,706547.7297,699210.1456,699814.2021,698523.699,702093.7447,703516.4226,703078.6085,700350.6623,701803.2861,700357.9777,701603.0353,701120.3746,701861.3119,704412.0023,703151.5514,699568.8449,704295.8058,703523.4426,702605.8203,702301.4776,699341.1777,703971.5527,703234.0632,700637.1755,702314.9623,700284.3352,0.276644613
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_json_v2_partial_tag,823223.008,821840.0627,823227.1182,823417.8597,820451.4518,823450.4928,824599.1938,825302.5728,821917.4935,825801.4586,824931.2275,822719.0607,825438.2288,823321.9242,821653.1773,820129.4098,823700.3093,824288.9504,821642.296,822701.2945,822756.0583,825608.1232,824784.2795,826343.1978,826141.2979,825217.6004,822938.1031,822454.7189,820644.2699,823740.2062,0.207539051
zipkin2.EndpointTest._Benchmark.benchmark_ipv6_notLocalhost,1264580.783,1267267.959,1269681.049,1272716.874,1271919.672,1269191.444,1269249.349,1262653.193,1271456.282,1262679.596,1269522.247,1263013.725,1270342.672,1268702.538,1268471.182,1262996.508,1265174.091,1264438.02,1264918.773,1265554.83,1265906.232,1262223.902,1267389.031,1265122.151,1267504.584,1269437.046,1263200.686,1264697.549,1266121.82,1265840.62,0.237145773
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6,1001786.193,1005450.207,1006216.335,1006540.786,1002978.777,1004399.14,1000903.819,1003014.844,999366.0223,999497.2269,1003695.237,1003324.556,1004898.667,1002067.618,999943.8715,1001893.716,1002283.957,1004586.054,999128.0002,1000929.285,1002124.994,1002562.634,1004363.979,1003508.279,1003580.956,1004132.864,1001585.924,1003589.246,1000386.371,1004338.298,0.1978854
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spansRoundTrip_PROTO3,56523.56957,56367.9897,56603.39906,56415.90442,56538.9388,56691.64437,56553.79472,56668.83824,56240.45755,56588.06741,56625.19705,56337.78699,56539.23234,56605.04353,56367.48413,56352.47247,56739.27198,56652.80382,56571.32863,56745.69447,56528.22326,56316.37473,56578.06271,56468.62983,56434.63922,56400.42451,56466.8411,56588.23874,56697.00487,56267.09908,0.248210832
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_64bitTraceId_THRIFT,519819.328,521028.5051,521462.5676,523340.6911,522120.7905,520257.5842,522036.2007,521591.5308,522195.7536,525049.2214,522749.0628,521939.9729,523116.6429,523757.2671,522983.1879,520976.1327,523684.394,521095.8867,523685.268,521977.8347,523912.6091,524986.5065,523818.6549,522984.3895,519403.7001,520833.0146,525209.3605,523439.8089,524244.0709,522963.4135,0.292580167
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_mappedIpv4,435597.483,433723.6674,433184.154,435931.9889,435397.0589,434556.3455,434932.5791,434571.6041,436462.3531,432618.1072,434487.3859,434116.261,433311.8473,433443.5964,433318.9392,432409.3311,434794.3596,435130.7826,434220.7636,433064.8708,433049.5921,433494.8718,432620.1045,435605.9829,435078.1656,433216.1134,435025.8261,433550.3651,432203.3427,433468.555,0.26118948
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_THRIFT_shared,584154.4693,584196.9859,580641.4576,579665.7606,583078.6234,585762.4332,581547.6407,583459.5053,580623.5541,584806.0571,583621.0282,580747.6479,581451.0944,584810.0401,584403.1539,581086.9089,584406.5146,584154.3466,584001.4889,582934.3028,583530.1333,582824.3681,581931.8595,583324.8282,584330.4097,581533.1584,580790.3129,585731.5721,582891.5842,584984.2344,0.286816628
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_toStringContainsOnlySummaryInformation,1264584.802,1264460.855,1262522.866,1268479.044,1260682.424,1256306.273,1267370.676,1263109.894,1268562.195,1269457.142,1265524.143,1264377.77,1265633.856,1269139.294,1262497.812,1261350.422,1260414.085,1263189.642,1262421.075,1264116.546,1260799.451,1266879.098,1262194.297,1267240.844,1263652.667,1261451.274,1261120.727,1268411.738,1269888.047,1262068.994,0.260923173
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForMessage_thrift,697551.8371,701652.2306,699347.5173,704176.3334,700084.569,702863.9563,700720.2592,698761.0894,699407.8048,701368.899,700209.9736,699386.2879,696198.0876,698656.6467,697894.5866,700267.237,699676.2606,699367.7209,701666.8388,700535.1568,701630.5826,699391.0398,703111.3021,703026.2095,697770.7196,701125.8596,703377.4182,700354.9806,702464.9892,702142.2406,0.274765147
zipkin2.internal.Proto3ZipkinFieldsTest._Benchmark.benchmark_span_read_tag,724919.2295,720768.7141,722070.4231,720919.3358,717325.8561,719501.6179,723996.0087,719612.8994,723441.3591,719128.769,722095.7089,721555.9095,717216.3698,717807.4936,718548.4835,722673.4626,719233.6685,718816.5531,716761.5874,723125.7441,720349.746,722092.6189,717000.5074,718564.7343,722533.3724,722740.843,719443.2646,722917.8148,718469.5183,719855.2735,0.317273938
zipkin2.codec.EncodingTest._Benchmark.benchmark_multiItemList_json,1555086.832,1560065.896,1559548.877,1561487.256,1564600.063,1552739.953,1553485.557,1557485.326,1564725.414,1564246.489,1559994.978,1553258.433,1558721.375,1562678.538,1558180.16,1546475.94,1562559.996,1551385.234,1552663.479,1560020.834,1552159.714,1561983.922,1562074.787,1563349.388,1557659.372,1552061.95,1560931.588,1561065.588,1559156.595,1555844.222,0.30048072
zipkin2.SpanTest._Benchmark.benchmark_shared_canDisable,1160461.463,1165979.668,1165863.962,1167266.129,1164795.717,1163476.321,1159073.701,1166277.215,1159179.603,1166250.173,1163881.69,1156130.24,1163289.718,1158820.968,1160493.739,1154103.927,1167167.878,1166623.822,1160592.32,1162504.722,1162907.869,1161940.622,1165765.081,1159489.337,1159191.348,1157445.071,1156596.869,1155000.407,1165195.341,1158246.292,0.335148724
zipkin2.codec.V1SpanBytesDecoderTest._Benchmark.benchmark_falseOnEmpty_inputSpans_JSON_V1,1718238.72,1724795.143,1709815.891,1717460.079,1710667.672,1712916.002,1717843.028,1700814.817,1717213.157,1715879.97,1705342.911,1718740.803,1708693.91,1719024.102,1708881.905,1707644.779,1718964.398,1706484.583,1707459.964,1717860.764,1710765.28,1717918.216,1722196.166,1708652.161,1709743.392,1714228.922,1713494.752,1707202.027,1706232.658,1713587.749,0.333981005
zipkin2.internal.TraceTest._Benchmark.benchmark_choosesBestTraceId,514570.0726,513148.8354,514944.0677,516656.8762,512228.4593,516428.2583,516430.4908,516056.9933,517253.7393,516493.0459,511542.7945,513298.1451,514847.523,516042.1438,517021.1618,513341.9269,512760.3517,515238.0639,513134.2736,513538.8979,514628.9089,512453.6033,515858.7669,515059.6288,517276.241,516034.1364,516892.0806,516897.7316,514468.7459,512716.0809,0.334592343
zipkin2.internal.TraceTest._Benchmark.benchmark_cleanupComparator_transitiveKindComparison,152902.9965,153014.3944,152680.8759,152000.6597,152739.811,152785.3075,152901.6136,152628.7604,153450.9745,153102.927,152377.0329,153136.1079,153672.7054,153184.8908,152499.5108,151958.7655,152543.2481,152861.6602,152400.4017,153059.1694,152754.9986,152744.9304,153424.7653,152739.6592,152227.0426,153096.6087,152467.3285,153747.6948,152800.4101,152142.6331,0.293206173
zipkin2.EndpointTest._Benchmark.benchmark_missingIpv4IsNull,1611665.713,1618025.646,1613307.714,1624275.054,1623450.573,1610062.817,1625891.519,1614778.317,1612327.782,1616361.195,1618438.583,1611643.457,1618718.793,1618020.275,1617298.299,1621096.129,1619121.172,1624609.261,1623885.56,1621021.162,1616522.34,1615323.204,1617333.946,1619415.301,1617537.89,1621698.677,1621703.344,1615877.042,1616948.89,1615090.89,0.255348653
zipkin2.storage.GroupByTraceIdTest._Benchmark.benchmark_map_groupsEverythingWhenNotStrict,715588.2048,721288.9555,721069.2974,722066.6285,717510.3773,716912.5738,718153.551,720475.2725,714538.3333,717476.2113,719694.3434,720725.3425,715453.8119,717573.3183,716475.2892,719359.4922,718946.7226,718009.5551,720329.431,719189.7415,718328.2973,714306.2794,716251.5605,716266.8964,713982.3686,717379.6984,715493.2881,716040.4258,715796.3521,717234.7443,0.307243736
zipkin2.internal.WriteBufferTest._Benchmark.benchmark_writeVarint_64,678076.023,674658.8546,677283.8264,674034.7446,679547.3133,676950.1534,674351.5534,676034.4855,676746.8234,675723.3665,677071.0688,674445.7699,672963.8145,675922.186,676099.5589,673775.843,675067.794,673322.537,673126.1456,674955.1616,672264.2277,677548.3863,673535.442,671808.8856,674151.3211,670775.6314,673753.9285,677070.8064,672207.1085,677888.1505,0.31451017
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_emptyListOk_PROTO3,1640847.873,1638991.805,1631398.101,1646299.669,1632761.35,1632812.577,1649274.598,1649132.372,1643388.664,1646327.13,1637108.897,1650091.218,1649624.72,1641665.734,1639227.322,1635490.999,1642967.304,1652294.202,1646802.261,1646219.347,1646229.645,1643240.674,1651990.014,1649241.726,1646621.56,1642682.814,1647506.529,1641243.168,1643019.728,1647060.372,0.346984249
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readShort_bytes,1560382.522,1562640.874,1566497.763,1561991.487,1564203.075,1567393.62,1567952.916,1565741.204,1571441.017,1562966.42,1572341.19,1562928.189,1567363.944,1560932.704,1566342.812,1564356.107,1571251.648,1572402.474,1565497.426,1571003.674,1565132.131,1556949.226,1559018.879,1568554.822,1572333.61,1566457.482,1564179.24,1555187.529,1567190.962,1558852.762,0.29487382
zipkin2.internal.DateUtilTest._Benchmark.benchmark_getDays_doesntLookEarlierThan1970,740550.0641,739598.6661,739225.7421,743723.1628,740007.4085,740201.259,740243.2901,737025.8168,740586.1529,736393.891,736389.7352,740122.3651,741149.286,740592.3271,740236.5956,736705.3041,740002.2592,738605.3644,739978.5187,736243.6664,736283.8279,739567.4559,736853.799,738563.5182,737910.5808,739975.9889,741086.2864,737932.9673,742982.8919,735592.9995,0.276398514
