BENCHMARK,ITERATION_1,ITERATION_2,ITERATION_3,ITERATION_4,ITERATION_5,ITERATION_6,ITERATION_7,ITERATION_8,ITERATION_9,ITERATION_10,ITERATION_11,ITERATION_12,ITERATION_13,ITERATION_14,ITERATION_15,ITERATION_16,ITERATION_17,ITERATION_18,ITERATION_19,ITERATION_20,ITERATION_21,ITERATION_22,ITERATION_23,ITERATION_24,ITERATION_25,ITERATION_26,ITERATION_27,ITERATION_28,ITERATION_29,ITERATION_30,RSD
zipkin2.internal.Proto3ZipkinFieldsTest._Benchmark.benchmark_span_write_kind,741653.534,741529.847,742661.198,741181.747,740752.862,733537.616,729762.483,725669.253,740173.524,743504.163,741451.081,741741.291,741194.871,740444.144,741902.018,741383.658,743367.326,743009.507,743089.457,743363.003,745138.46,741396.15,742010.073,742513.48,741355.75,743080.408,737286.617,731847.649,727639.958,742082.823,0.669848634
zipkin2.SpanTest._Benchmark.benchmark_canUsePrimitiveOverloads,12952.105,13040.185,13052.788,13062.314,13075.133,13048.811,13258.984,13217.7,13228.986,13278.32,13258.253,13231.013,13251.576,13275.192,13243.97,13264.568,13241.916,13232.64,13212.736,13258.474,13218.446,13244.608,13244.785,13262.041,13260.135,13257.049,13270.385,13192.316,13216.996,13281.539,0.672122709
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_niceErrorOnNull_id,120906.558,121133.639,121145.114,121362.275,121780.358,121274.946,123104.626,122368.881,122947.881,122747.141,123005.663,122717.819,123130.385,122919.852,122795.62,122864.719,123011.028,122982.213,122956.763,122900.466,123039.717,122074.982,120004.382,121750.071,121837.68,122306.632,122454.933,123164.153,122738.268,123008.52,0.678112607
zipkin2.internal.V1JsonSpanWriterTest._Benchmark.benchmark_writesAddressBinaryAnnotation_server,316554.681,316613.415,318407.817,318081.342,311112.624,316691.86,316599.365,317633.974,317139.092,318927.948,317618.128,318333.15,317404.446,318623.946,313980.153,310808.207,316685.109,317017.313,315206.082,318561.424,316709.461,313832.807,315751.751,314355.135,315511.253,313361.615,318340.706,318246.388,318211.258,318404.498,0.678846325
zipkin2.SpanTest._Benchmark.benchmark_builder_merge_localEndpoint_merge,12522.524,12561.235,12553.927,12478.101,12671.131,12562.927,12647.101,12816.535,12636.255,12653.456,12605.223,12647.805,12565.26,12637.499,12607.595,12611.205,12659.548,12629.569,12735.393,12736.361,12651.984,12652.754,12731,12617.328,12600.216,12686.456,12636.736,12830.917,12434.888,12573.913,0.678936882
zipkin2.internal.Proto3ZipkinFieldsTest._Benchmark.benchmark_span_read_timestamp_duration,725438.63,725971.409,733301.86,732568,729380.219,725567.726,708611.144,732801.636,731534.324,732272.259,736300.236,732510.42,731450.553,728022.267,734225.108,734116.793,732215.178,730151.313,730053.374,730293.276,729926.131,732637.794,731651.5,732150.049,734165.067,731269.689,736942.613,730001.736,732734.519,732029.621,0.681261735
zipkin2.internal.V1ThriftSpanWriterTest._Benchmark.benchmark_writesEmptySpanName,250302.423,248053.672,244949.05,245662.635,246374.919,247546.091,245263.978,247186.825,247800.869,243004.526,247274.149,247285.338,247322.134,246037.02,247957.906,245045.905,243343.076,243696.82,248276.792,248652.38,248427.787,246770.909,246607.601,248470.809,249244.539,247209.059,247026.055,247477.567,247157.459,247656.495,0.684424864
zipkin2.v1.SpanConverterTest._Benchmark.benchmark_missingEndpoints_coreAnnotation,3905.457,3921.562,3916.268,3921.92,3912.75,3926.64,4008.617,3986.155,3987.937,3960.955,3952.86,3956.488,3971.326,3942.094,3957.638,3981.272,3951.237,3977.579,3974.233,3996.183,3943.947,3966.02,3981.637,3986.101,3973.58,3957.697,3996.797,3984.181,3960.509,3961.989,0.686143333
zipkin2.codec.V1SpanBytesDecoderTest._Benchmark.benchmark_traceRoundTrip_THRIFT,104329.813,103364.519,105300.883,105051.057,104781.677,102389.311,102962.418,104391.14,104590.566,104494.805,103531.227,103654.502,104496.891,104908.609,103479.223,104187.891,104939.664,104227.04,103222.305,104871.738,104730.34,104299.067,102948.612,103589.133,105045.564,104148.031,104106.425,104574.591,104292.025,104360.607,0.690340393
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_niceErrorOnTruncatedSpan_PROTO3,142963.434,143030.862,142977.049,143066.06,142776.087,142728.836,144694.719,144475.451,145364.132,145154.866,145136.806,145407.108,145531.689,145384.217,145410.325,145475.95,145308.941,145521.44,145335.536,145297.047,145257.004,145315.064,145343.807,145708.44,145357.832,145416.864,145362.427,145455.234,145334.25,145567.419,0.692118755
zipkin2.codec.V1SpanBytesDecoderTest._Benchmark.benchmark_spanRoundTrip_shared_THRIFT,214320.902,213650.379,213279.317,212400.617,212925.011,212241.807,211484.413,206906.34,210137.061,209736.925,210681.204,210794.408,209783.789,211235.479,209482.865,211369.175,212625.304,211975.871,210850.215,211855.682,212557.137,211451.885,212141.879,211336.117,211892.997,210728.215,210476.179,213087.872,211765.144,212391.78,0.692673259
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_addr_mappedIpv4,345330.216,346118.079,346051.782,345357.263,346669.404,345594.138,351319.189,351247.392,349827.015,351932.875,351095.328,350805.428,350855.2,350888.932,350854.286,351290.902,350902.671,351543.854,349559.537,351044.835,350879.471,351750.92,351419.492,349970.436,349154.787,343479.16,351134.963,350639.813,350895.919,351007.784,0.692772447
zipkin2.SpanTest._Benchmark.benchmark_idFromLong_minValue,953360.727,959722.807,953725.204,949252.179,948375.941,950323.771,952227.889,953697.731,950435.242,961729.473,948911.444,956716.192,959660.367,944798.287,955387.647,953560.182,960547.362,956104.84,953087.246,948750.563,928214.998,960264.995,947938.169,961925.496,955161.868,957027.327,950528.012,960462.351,956127.22,953425.856,0.692970387
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_niceErrorOnIncomplete_annotation,121919.352,122469.776,122324.177,122448.348,121723.62,121611.866,123644.504,123270.795,124422.081,124168.327,124279.922,123938.347,123876.089,124288.019,123857.068,123830.082,123796.911,124167.322,123221.622,124165.957,124356.747,124213.584,123823.34,122710.063,124151.432,124139.409,124007.792,124379.427,123960.136,124147.198,0.693207511
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_specialCharsInJson_JSON_V2,589246.604,595027.492,595145.989,581653.115,592544.31,589577.85,592471.492,593597.755,594309.739,594300.29,594930.079,596103.761,591199.73,590603.644,594692.917,595495.265,595665.268,593295.643,589805.421,585732.095,597091.123,600848.63,597668.907,591874.097,594851.529,598657.914,592066.975,595903.007,600086.389,600302.75,0.698151749
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_json_v1_singleItem,139784.113,140583.307,139806.216,140262.628,140450.134,140191.83,142746.83,142519.144,142327.893,143255.156,142820.365,142417.375,141185.458,142297.476,142542.262,141203.081,142224.134,142316.843,142592.39,142456.972,141894.342,142269.915,142209.186,142494.811,142403.685,143051.948,142036.419,142682.447,141192.99,142587.433,0.703956594
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_niceErrorOnNull_annotationTimestamp,116992.342,117055.826,116250.62,116214.069,116832.675,116253.407,118250.335,118305.122,118484.781,118515.737,118847.955,118689.081,118694.804,118598.474,118625.718,117753.333,118715.55,118476.449,118705.831,118284.819,118875.431,118617.26,118815.549,118507.751,118766.795,118115.505,118048.408,117707.65,117984.833,117379.321,0.705523202
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_json_v2_partial_localEndpoint,762885.061,761872.716,763742.893,764279.289,765219.905,764944.449,761364.004,759858.996,760819.13,760780.961,735767.785,759388.612,761696.063,762284.544,760676.539,757874.002,759331.821,760091.012,756998.222,754260.679,763558.994,763509.647,763814.019,763933.017,764698.658,764601.803,761432.237,761024.773,763103.873,763670.549,0.707865672
zipkin2.internal.Proto3FieldsTest._Benchmark.benchmark_field_readLengthPrefix_LENGTH_DELIMITED,935221.559,935038.69,936591.984,935526.131,930315.496,913165.989,923554.823,923809.56,921770.837,907824.901,926076.582,917191.364,913383.481,928784.494,925449.097,923220.428,927695.827,928943.413,921188.551,916727.37,923948.511,926375.335,925233.29,927310.95,926345.779,923882.873,923892.816,921860.185,924561.733,924631.34,0.714957106
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForMessage_thrift_list,246786.756,247015.987,246696.259,247205.761,247208.008,246842.42,250598.396,251363.002,249907.329,251383.418,251298.604,251667.517,251130.623,251659.2,251196.232,251779.488,251147.231,250940.725,251908.613,250936.072,250920.1,251285.716,250432.96,249115.203,248403.731,250923.132,248632.122,248796.999,250825.552,248366.092,0.715782828
