BENCHMARK,Original_iteration_1,Original_iteration_2,Original_iteration_3,Original_iteration_4,Original_iteration_5,Original_iteration_6,Original_iteration_7,Original_iteration_8,Original_iteration_9,Original_iteration_10,Original_iteration_11,Original_iteration_12,Original_iteration_13,Original_iteration_14,Original_iteration_15,Original_iteration_16,Original_iteration_17,Original_iteration_18,Original_iteration_19,Original_iteration_20,Original_iteration_21,Original_iteration_22,Original_iteration_23,Original_iteration_24,Original_iteration_25,Original_iteration_26,Original_iteration_27,Original_iteration_28,Original_iteration_29,Original_iteration_30,Mutant_iteration_1,Mutant_iteration_2,Mutant_iteration_3,Mutant_iteration_4,Mutant_iteration_5,Mutant_iteration_6,Mutant_iteration_7,Mutant_iteration_8,Mutant_iteration_9,Mutant_iteration_10,Mutant_iteration_11,Mutant_iteration_12,Mutant_iteration_13,Mutant_iteration_14,Mutant_iteration_15,Mutant_iteration_16,Mutant_iteration_17,Mutant_iteration_18,Mutant_iteration_19,Mutant_iteration_20,Mutant_iteration_21,Mutant_iteration_22,Mutant_iteration_23,Mutant_iteration_24,Mutant_iteration_25,Mutant_iteration_26,Mutant_iteration_27,Mutant_iteration_28,Mutant_iteration_29,Mutant_iteration_30,Lower_CI_original,Upper_CI_original,Lower_CI_mutant,Upper_CI_mutant,Lower_RCI,Upper_RCI
zipkin2.internal,472514.3006,468084.6283,476990.8481,476044.2479,475270.8074,470912.5022,464288.8921,460470.2693,462113.085,465230.5372,461302.4829,462698.445,466279.0484,456321.635,468647.7871,468039.5374,463437.1204,459292.8734,456689.9946,467069.8389,446782.4594,444375.2834,449171.1903,449142.134,444879.8961,446883.3736,454261.2641,460459.0818,473722.8593,475168.1553,422953.9964,422576.1997,423104.5219,374973.1455,424168.5104,420373.9612,428611.1784,428802.7258,422649.5694,423900.5326,425568.9702,429121.7967,428047.4531,423546.2821,430300.6274,427081.7387,429439.3734,428498.8613,424302.9573,426125.0052,422306.8382,426422.1164,421297.5296,422953.8242,420611.9458,425424.8731,426904.2013,426777.3941,425188.7936,419756.3547,457911.8,466351.5,418348.8,426603.4,0.9135315,0.9177732
zipkin2.storage,243584.8372,243406.8585,239624.5655,245551.4967,245756.3105,239639.2443,242185.5784,240735.806,242398.4632,242750.619,245151.9476,241678.5832,242237.9312,246202.7998,244454.5464,238438.1877,245566.0914,245125.8954,244212.7367,245928.3599,240807.6584,244442.9299,246237.773,243820.0772,245381.6235,246811.4136,246375.6835,242996.9724,243161.0662,244609.1358,231090.7292,232189.1727,230692.5421,234270.4962,234118.3562,233876.6278,234826.0803,236021.2431,207351.8812,230772.839,230965.2874,232459.2423,230873.4934,228037.8352,231803.9133,195822.4205,230881.8293,198356.0881,232471.4212,230802.1832,229390.3116,230733.8499,231703.738,231146.5161,201579.3375,199445.4206,224589.0221,231848.8713,230757.6516,202087.4989,242397.6,244577.2,219076.5,230882.7,0.9037919,0.9440086
