BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_startsWithSpanKeyAndLengthPrefix,447777.4,447890.2,447742.9,447848.7,0.9998966,0.9999246
zipkin2.internal.WriteBufferTest._Benchmark.benchmark_utf8_matchesAscii,1094904,1095184,1094738,1095144,0.9998485,0.999966
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_PROTO3,549615.5,549768.9,549589.6,549783.6,0.9999595,1.00003
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readLongLe_byteBuff,1212931,1213374,1212670,1213114,0.9997679,0.9997913
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_JSON_V1,331807.9,331943.1,331836.1,331962.2,1.000074,1.000097
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_multiple,321707.2,321820.1,321668.4,321797.5,0.999881,0.999941
zipkin2.SpanTest._Benchmark.benchmark_idFromLong,974177,974582.9,974279.2,974621.3,1.00004,1.000105
zipkin2.internal.JsonEscaperTest._Benchmark.benchmark_testJsonEscapedSizeInBytes,1056622,1057067,1056501,1056926,0.9998616,0.9999042
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_PROTO3,753694.2,753968.4,753601.9,753916.8,0.9998616,0.9999243
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readShort_byteBuff,1217563,1218104,1217525,1218042,0.9999533,0.9999794
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_proto3,544091.7,544331.4,544095,544364.6,1.000006,1.000061
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spanRoundTrip_noRemoteServiceName_PROTO3,343217.2,343389.3,343305.4,343444.3,1.000172,1.000256
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_getTraces_filteringMatchesMostRecentTraces,30297.4,30311.12,30293.49,30306.71,0.9998352,0.9998692
zipkin2.internal.V1ThriftSpanWriterTest._Benchmark.benchmark_writesTraceAndSpanIds,142706.8,142766.9,142700.1,142761.1,0.9999331,0.999972
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readInt_byteBuff,1212339,1212914,1212322,1212864,0.9999143,0.9999693
zipkin2.internal.DateUtilTest._Benchmark.benchmark_getDays,515181.7,515401.9,515155.9,515372.8,0.9999303,0.9999598
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_PROTO3,639577.5,639872.5,639562.7,639872.1,0.9999726,1.000015
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4_compressed,358383.8,358538.3,358441.6,358600.4,1.000139,1.000176
zipkin2.v1.V1SpanTest._Benchmark.benchmark_annotationEndpoint_emptyToNull,1021349,1021795,1021298,1021730,0.9999371,0.9999669
zipkin2.internal.SpanNodeTest._Benchmark.benchmark_constructsTraceTree_dedupes,721147.6,721502.9,721242.9,721538,1.000052,1.000152
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_addr,848954.6,849351.3,848921.6,849331.4,0.9999447,0.9999766
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_specialCharsInJson_PROTO3,346180.9,346346,346228.5,346376.2,1.000088,1.000138
zipkin2.storage.QueryRequestTest._Benchmark.benchmark_test_minDuration,630913.2,631197,630935.9,631207.8,1.000021,1.000055
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4,367871.1,368046,367799.4,367986.5,0.9998119,0.9998654
