BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_startsWithSpanKeyAndLengthPrefix,447803.8,447877,447806.1,447877.7,0.9999961,1.000008
zipkin2.internal.WriteBufferTest._Benchmark.benchmark_utf8_matchesAscii,1094901,1095121,1094975,1095192,1.000054,1.000066
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_PROTO3,549594.9,549709,549606.4,549724.4,1.000015,1.000029
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readLongLe_byteBuff,1212803,1213063,1212788,1213027,0.9999678,0.9999915
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_JSON_V1,331859.4,331936.8,331842.1,331917.7,0.9999309,0.9999592
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_multiple,321702.7,321777.8,321731.6,321811,1.000089,1.000102
zipkin2.SpanTest._Benchmark.benchmark_idFromLong,974328.2,974559.8,974327.2,974538.3,0.9999717,0.9999943
zipkin2.internal.JsonEscaperTest._Benchmark.benchmark_testJsonEscapedSizeInBytes,1056647,1056909,1056681,1056938,1.00002,1.000035
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_PROTO3,753651.1,753838,753655.3,753847.6,0.9999988,1.000016
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readShort_byteBuff,1217583,1217900,1217645,1217972,1.000051,1.000062
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_proto3,544168.2,544311.2,544164.9,544313.8,0.9999837,1.000008
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spanRoundTrip_noRemoteServiceName_PROTO3,343296.7,343383.9,343302.7,343396.1,1.000014,1.000036
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_getTraces_filteringMatchesMostRecentTraces,30299.83,30307.39,30300.28,30307.79,1.000005,1.000028
zipkin2.internal.V1ThriftSpanWriterTest._Benchmark.benchmark_writesTraceAndSpanIds,142712.5,142750.6,142708.6,142745.4,0.9999644,0.9999752
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readInt_byteBuff,1212525,1212856,1212506,1212811,0.9999718,0.9999841
