BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_startsWithSpanKeyAndLengthPrefix,447787.9,447879.9,447804.6,447902.4,1.000037,1.000056
zipkin2.internal.WriteBufferTest._Benchmark.benchmark_utf8_matchesAscii,1094865,1095147,1094850,1095162,0.9999913,1.000013
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_PROTO3,549598.9,549745.2,549558.5,549715.3,0.9999223,0.9999563
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readLongLe_byteBuff,1212759,1213114,1212729,1213101,0.9999692,0.9999978
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_JSON_V1,331818,331924.6,331805.4,331931.1,0.9999622,1.000012
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_multiple,321693.7,321809.7,321691.8,321799.8,0.9999638,0.9999898
zipkin2.SpanTest._Benchmark.benchmark_idFromLong,974349.9,974708.3,974326.1,974682.6,0.9999578,0.9999914
zipkin2.internal.JsonEscaperTest._Benchmark.benchmark_testJsonEscapedSizeInBytes,1056482,1056898,1056590,1056976,1.000072,1.000113
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_PROTO3,753559.3,753811.1,753637.2,753912.9,1.000107,1.000138
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readShort_byteBuff,1217599,1218058,1217576,1217997,0.9999479,0.9999808
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_proto3,544165.8,544360,544157,544339.2,0.9999661,0.9999917
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spanRoundTrip_noRemoteServiceName_PROTO3,343260.3,343383,343284.5,343408.6,1.000068,1.000091
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_getTraces_filteringMatchesMostRecentTraces,30294.96,30307.52,30298.35,30309.73,1.000081,1.000118
zipkin2.internal.V1ThriftSpanWriterTest._Benchmark.benchmark_writesTraceAndSpanIds,142696.2,142754.1,142704.7,142758.9,1.000036,1.000058
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readInt_byteBuff,1212473,1212893,1212440,1212922,0.9999732,1.000031
zipkin2.internal.DateUtilTest._Benchmark.benchmark_getDays,515220.1,515414.7,515227.8,515406.4,0.9999882,1.000017
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_PROTO3,639651.1,639900.9,639609.1,639886.6,0.9999226,0.9999776
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4_compressed,358409,358551.2,358409.1,358540.3,0.9999752,1
zipkin2.v1.V1SpanTest._Benchmark.benchmark_annotationEndpoint_emptyToNull,1021331,1021748,1021292,1021738,0.9999561,0.9999886
zipkin2.internal.SpanNodeTest._Benchmark.benchmark_constructsTraceTree_dedupes,721312.9,721589,721349.2,721628.7,1.000042,1.00007
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_addr,848822.3,849168.8,849012.4,849387.2,1.000223,1.000254
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_specialCharsInJson_PROTO3,346193.9,346339.6,346193.5,346332.6,0.9999655,0.9999992
zipkin2.storage.QueryRequestTest._Benchmark.benchmark_test_minDuration,630919.1,631161.1,630903.6,631168.2,0.9999752,1.000011
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4,367866.6,368025.1,367871.9,368029.3,0.9999944,1.000018
zipkin2.storage.GroupByTraceIdTest._Benchmark.benchmark_map_modifiable,586922.3,587194.8,586850,587074.6,0.9997962,0.9998774
