BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_eager_ec_1,8.738131,8.811612,8.716803,8.7884,0.9970009,0.997564
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_lazy_ec_2,9.707744,9.772027,9.713209,9.774401,1.000229,1.000648
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_lazy_jdk_3,3.770569,3.79862,3.764803,3.791425,0.9979487,0.9985895
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_parallel_lazy_streams_ec_4,3.742714,3.783495,3.743854,3.781399,0.9994406,1.000124
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_serial_eager_ec_5,4.831954,4.859317,4.828343,4.855455,0.9989481,0.9992382
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_serial_lazy_ec_6,4.782331,4.824414,4.797421,4.826994,1.000678,1.002995
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_serial_lazy_jdk_7,5.709781,5.758252,5.720126,5.764435,1.001074,1.002085
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByAccount_serial_lazy_streams_ec_8,4.567483,4.615909,4.580196,4.630729,1.002425,1.0033
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_parallel_eager_ec_9,15.72837,15.78178,15.71764,15.76752,0.9990094,0.9993178
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_parallel_lazy_ec_10,17.19339,17.22583,17.19471,17.2314,1.000053,1.000326
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_parallel_lazy_jdk_11,31.72983,31.90913,31.76625,31.94358,1.000917,1.001328
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_parallel_lazy_streams_ec_12,35.00244,35.29209,34.94295,35.22632,0.9980742,0.9984354
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_serial_eager_ec_13,14.55013,14.679,14.5244,14.65418,0.9981266,0.9987502
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_serial_lazy_ec_14,14.42625,14.52317,14.43242,14.52182,0.9999067,1.000561
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_serial_lazy_jdk_15,15.94719,16.08748,15.89269,16.03537,0.996636,0.9971228
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByCategory_serial_lazy_streams_ec_16,19.02511,19.17826,19.07206,19.22414,1.002337,1.002651
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_eager_ec_17,17.25601,17.40269,17.27447,17.40545,1.000016,1.001181
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_lazy_ec_18,18.11389,18.14505,18.11557,18.14956,1.000081,1.000258
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_lazy_jdk_19,31.11412,31.33333,31.06482,31.28321,0.9980704,0.9984279
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_parallel_lazy_streams_ec_20,33.50537,33.77101,33.55853,33.86016,1.001608,1.002785
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_serial_eager_ec_21,9.847263,9.895012,9.831259,9.877922,0.9982898,0.9985771
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_serial_lazy_ec_22,9.851095,9.894478,9.855854,9.900501,1.000203,1.000493
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_serial_lazy_jdk_23,12.26813,12.34522,12.25079,12.32779,0.9985004,0.998882
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateByProduct_serial_lazy_streams_ec_24,13.14639,13.32021,13.13161,13.29501,0.9983066,0.9991106
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByAccount_parallel_eager_ec_25,10.71519,10.81676,10.6678,10.77107,0.9956714,0.9961833
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByAccount_parallel_lazy_ec_26,11.25179,11.34007,11.24172,11.33652,0.9990368,0.9998329
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByAccount_serial_eager_ec_27,5.797198,5.849237,5.801852,5.845375,0.9996125,1.001049
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByCategory_parallel_eager_ec_28,23.21965,23.29491,23.21473,23.29407,0.9996388,0.999995
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByCategory_parallel_lazy_ec_29,21.71993,21.85864,21.71782,21.84964,0.999375,0.9998185
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByCategory_serial_eager_ec_30,20.53594,20.65778,20.54352,20.68191,1.000429,1.00108
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByProduct_parallel_eager_ec_31,22.52326,22.66696,22.49217,22.6368,0.9985659,0.9990778
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByProduct_parallel_lazy_ec_32,23.11025,23.28262,23.06715,23.24227,0.9978388,0.9984633
org.eclipse.collections.impl.jmh.AggregateByTest.aggregateInPlaceByProduct_serial_eager_ec_33,10.94573,11.01901,10.92672,11.0155,0.9982089,0.999681
org.eclipse.collections.impl.jmh.AllSatisfyTest.process_all_parallel_lazy_ec_34,717.779,720.0762,717.8789,720.1222,0.9999682,1.000207
org.eclipse.collections.impl.jmh.AllSatisfyTest.process_all_parallel_lazy_jdk_35,647.3781,649.6941,647.5673,650.118,1.000292,1.00076
org.eclipse.collections.impl.jmh.AllSatisfyTest.process_all_parallel_lazy_streams_ec_36,956.3832,967.0225,956.2753,966.5549,0.9992718,1.000239
org.eclipse.collections.impl.jmh.AllSatisfyTest.process_all_serial_eager_ec_37,892.683,898.5898,891.7089,899.0469,0.9989087,1.00035
org.eclipse.collections.impl.jmh.AllSatisfyTest.process_all_serial_lazy_ec_38,772.1439,775.0346,771.6318,774.7557,0.9991976,0.9994401
org.eclipse.collections.impl.jmh.AllSatisfyTest.process_all_serial_lazy_jdk_39,340.4346,343.1346,340.1234,342.8031,0.9990989,1.000114
org.eclipse.collections.impl.jmh.AllSatisfyTest.process_all_serial_lazy_streams_ec_40,482.206,483.3438,481.8858,483.1521,0.9993459,0.9996034
org.eclipse.collections.impl.jmh.AllSatisfyTest.short_circuit_middle_parallel_lazy_ec_41,1518.705,1521.069,1518.556,1520.962,0.999881,0.9999743
org.eclipse.collections.impl.jmh.AllSatisfyTest.short_circuit_middle_parallel_lazy_jdk_42,734.4989,737.6096,735.018,737.9514,1.000251,1.000729
org.eclipse.collections.impl.jmh.AllSatisfyTest.short_circuit_middle_parallel_lazy_streams_ec_43,458.2046,459.7266,458.1588,459.9336,0.9999759,1.00045
org.eclipse.collections.impl.jmh.AllSatisfyTest.short_circuit_middle_serial_eager_ec_44,1911.021,1955.475,1904.772,1954.883,0.9972899,1.000183
org.eclipse.collections.impl.jmh.AllSatisfyTest.short_circuit_middle_serial_lazy_ec_45,2107.326,2128.869,2114.427,2133.265,1.002053,1.003158
org.eclipse.collections.impl.jmh.AllSatisfyTest.short_circuit_middle_serial_lazy_jdk_46,457.5847,459.1616,457.624,459.1673,0.9999814,1.000135
org.eclipse.collections.impl.jmh.AllSatisfyTest.short_circuit_middle_serial_lazy_streams_ec_47,823.4946,824.0046,823.3852,823.9408,0.9998672,0.9999376
org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_eager_ec_48,3.911171,3.923248,3.909366,3.922414,0.9995882,0.9999529
org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_eager_forkjoin_ec_49,3.915426,3.938222,3.908339,3.931484,0.9978665,0.998289
org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_lazy_ec_50,1.699309,1.704284,1.698377,1.703787,0.9993999,0.9997158
org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_lazy_jdk_51,1.756477,1.764635,1.758038,1.765571,1.000499,1.000981
org.eclipse.collections.impl.jmh.AnagramBagTest.parallel_lazy_streams_ec_52,0.7379936,0.7460363,0.7360837,0.7448386,0.9973741,0.9981717
org.eclipse.collections.impl.jmh.AnagramBagTest.serial_eager_ec_53,2.348239,2.358339,2.34577,2.357156,0.9989325,0.9994985
org.eclipse.collections.impl.jmh.AnagramBagTest.serial_lazy_jdk_54,1.975897,1.978808,1.976175,1.979051,1.000089,1.000176
org.eclipse.collections.impl.jmh.AnagramBagTest.serial_lazy_streams_ec_55,2.563363,2.579739,2.560728,2.577847,0.9989639,0.9993394
org.eclipse.collections.impl.jmh.AnagramListTest.parallel_eager_ec_56,4.628918,4.662263,4.631924,4.662653,0.9999828,1.000521
org.eclipse.collections.impl.jmh.AnagramListTest.parallel_eager_forkjoin_ec_57,4.707374,4.72801,4.711483,4.734277,1.000778,1.001303
org.eclipse.collections.impl.jmh.AnagramListTest.parallel_lazy_jdk_58,2.147495,2.183408,2.151303,2.186152,1.001115,1.002567
org.eclipse.collections.impl.jmh.AnagramListTest.parallel_lazy_streams_ec_59,2.08708,2.119645,2.082815,2.116018,0.9979987,0.9991256
org.eclipse.collections.impl.jmh.AnagramListTest.serial_eager_ec_60,2.856156,2.871122,2.856139,2.873357,1.000019,1.000779
org.eclipse.collections.impl.jmh.AnagramListTest.serial_lazy_jdk_61,3.289736,3.316105,3.279905,3.305431,0.9968211,0.9974094
org.eclipse.collections.impl.jmh.AnagramListTest.serial_lazy_streams_ec_62,3.415467,3.427304,3.418387,3.431133,1.000835,1.00118
org.eclipse.collections.impl.jmh.AnagramSetTest.parallel_eager_ec_63,4.450298,4.473753,4.455723,4.481756,1.001189,1.001825
org.eclipse.collections.impl.jmh.AnagramSetTest.parallel_eager_forkjoin_ec_64,4.638233,4.667363,4.637693,4.66834,0.9997484,1.000124
org.eclipse.collections.impl.jmh.AnagramSetTest.parallel_lazy_ec_65,3.473755,3.488482,3.471119,3.485039,0.9987746,0.9993651
org.eclipse.collections.impl.jmh.AnagramSetTest.parallel_lazy_jdk_66,1.349828,1.389059,1.352545,1.391523,1.001764,1.002849
org.eclipse.collections.impl.jmh.AnagramSetTest.parallel_lazy_scala_67,1.628157,1.656399,1.627798,1.653909,0.9981262,0.9999016
org.eclipse.collections.impl.jmh.AnagramSetTest.parallel_lazy_streams_ec_68,0.466322,0.4685115,0.4658021,0.4680645,0.9988681,0.9991404
org.eclipse.collections.impl.jmh.AnagramSetTest.serial_eager_ec_69,2.474361,2.482503,2.470959,2.479709,0.998604,0.9988861
org.eclipse.collections.impl.jmh.AnagramSetTest.serial_eager_scala_70,1.303538,1.311148,1.305261,1.312636,1.001229,1.001566
org.eclipse.collections.impl.jmh.AnagramSetTest.serial_lazy_jdk_71,1.88426,1.889264,1.885288,1.889704,1.00026,1.000575
org.eclipse.collections.impl.jmh.AnagramSetTest.serial_lazy_scala_72,1.95739,1.964078,1.957135,1.964065,0.9998997,1.000172
org.eclipse.collections.impl.jmh.AnagramSetTest.serial_lazy_streams_ec_73,1.960803,1.967268,1.961222,1.967818,1.000129,1.000376
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_parallel_lazy_ec_74,707.7568,710.2276,707.8567,710.247,1.000011,1.000187
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_parallel_lazy_jdk_75,447.1701,448.2492,447.409,448.5338,1.000424,1.000645
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_parallel_lazy_scala_76,399.8781,404.6518,399.5524,404.6277,0.9993229,1.000337
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_parallel_lazy_streams_ec_77,408.5506,409.2795,408.3672,409.1696,0.9995683,0.9997422
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_serial_eager_ec_78,890.594,897.2943,889.7429,896.4317,0.9990056,0.9995158
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_serial_eager_scala_79,797.3951,804.323,794.5831,802.5244,0.996392,0.9976694
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_serial_lazy_ec_80,854.8238,860.0872,855.324,860.0895,1.000016,1.000602
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_serial_lazy_jdk_81,390.8258,397.1034,393.1655,399.258,1.0049,1.006443
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_serial_lazy_scala_82,532.1895,534.1229,532.6608,534.587,1.000858,1.001053
org.eclipse.collections.impl.jmh.AnySatisfyTest.process_all_serial_lazy_streams_ec_83,430.7659,434.0688,431.1361,435.0531,1.000955,1.002244
org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_parallel_lazy_ec_84,1534.354,1535.333,1534.385,1535.401,1.000027,1.00007
org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_parallel_lazy_jdk_85,499.1762,500.8778,499.275,500.9943,1.00007,1.000397
org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_parallel_lazy_scala_86,411.6969,415.4587,410.759,414.7411,0.997586,0.9981509
org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_parallel_lazy_streams_ec_87,906.4716,907.58,907.0221,908.088,1.000575,1.000674
org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_serial_eager_ec_88,1918.263,1962.28,1914.1,1956.323,0.9962998,0.9977058
org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_serial_eager_scala_89,1521.843,1526.515,1521.455,1526.37,0.9997124,0.9999406
org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_serial_lazy_ec_90,2240.308,2255.52,2242.807,2257.193,1.000714,1.001065
org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_serial_lazy_jdk_91,486.6742,487.2676,486.5625,487.1802,0.9997504,0.9998382
org.eclipse.collections.impl.jmh.AnySatisfyTest.short_circuit_middle_serial_lazy_scala_92,1452.669,1455.073,1453.394,1455.78,1.000447,1.000533
