BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.add,242125.2,242757.2,242059.9,242671.1,0.9994581,1.000004
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.addAll,242771.3,242965.9,242826.4,243006.7,1.000092,1.000227
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.aggregateByMutating,699480.6,700116.9,699682.1,700159.2,1.000085,1.000288
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.aggregateByNonMutating,501562.6,503525.5,500753.9,502281.7,0.9973794,0.9984825
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfy,559786.6,560243.1,559715.8,560223.7,0.9998734,1.000086
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfyWith,1153411,1154419,1153522,1154608,1.000042,1.000164
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfyWithOccurrences,1066981,1067748,1067137,1068255,1.00011,1.000475
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfy,563383.4,563971.7,563325.9,563974.6,0.999898,1.000287
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfyWith,1159977,1161010,1159294,1160490,0.9994171,0.9996009
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfyWithOccurrences,1040459,1041175,1040399,1041266,0.9999138,1.000088
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString,328814,329090.7,328734.2,329064.7,0.9998045,0.9999913
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString_with_separator,538277.7,538854,538171.1,538914.9,0.9998021,1.00014
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString_with_start_separator_end,553791.9,554548.4,553812.1,554442.6,0.9997432,1.000036
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringThrows,46218.49,46267.55,46210.89,46265.21,0.9998355,1.000058
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringWithSeparator,1125334,1127297,1125121,1127110,0.9994114,0.9998744
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringWithSeparatorAndStartAndEnd,1149748,1150781,1149294,1150208,0.999605,0.9997272
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.asLazy,521097.2,521418.6,521214.5,521499.9,1.000074,1.000271
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.bottomOccurrences,54658.21,54719.2,54638.48,54698.69,0.999572,0.9998095
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk,317202.3,317717.1,317281.2,317898.3,1.000213,1.00057
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_empty,2705208,2708838,2703955,2707157,0.9993763,0.9996056
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_large_size,134474.4,134587,134500,134609,1.000142,1.000285
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_single,794182.7,795062.2,794011.9,794940.3,0.9996446,0.9998467
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_zero_throws,170786.8,171070,170749.9,171075.2,0.9996696,1.000031
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.clear,245228.4,245396.7,245292.8,245430,1.000131,1.000263
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collect,201431.9,201610.8,201342.2,201597.9,0.9996704,0.9999359
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collect_target,383974.7,384422.1,383854.1,384250.7,0.9996168,0.9997901
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectBoolean,520564.4,521109.9,520164.9,520761.9,0.9991636,0.9994749
