BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.add,242074.1,242980.1,241926,242679.2,0.998842,0.9994224
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.addAll,242754,242961.4,242781.4,242982.3,1.000062,1.000173
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.aggregateByMutating,699439.8,700117.4,699569.8,700135.7,1.000074,1.000228
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.aggregateByNonMutating,501014.6,503552.1,500567.6,502836.2,0.9985783,0.9991077
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfy,559602.5,560143.8,559725.9,560217,1.000027,1.000268
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfyWith,1153699,1154860,1152855,1154150,0.9992393,0.9993851
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfyWithOccurrences,1067087,1068064,1066983,1067801,0.9997045,1.000022
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfy,563438.3,564116.2,563172.1,563901.8,0.9995118,0.9996916
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfyWith,1159336,1160756,1159292,1160420,0.9996665,0.9999617
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfyWithOccurrences,1040202,1041302,1040370,1041270,1.000042,1.000203
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString,328838.7,329196.9,328809.2,329150.8,0.9997717,1.000089
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString_with_separator,538069.6,538954.7,538070.8,538854.4,0.9998138,1.00004
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString_with_start_separator_end,553425.3,554261.6,553626.8,554433.1,1.000335,1.000483
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringThrows,46216.62,46289.79,46207.01,46278.96,0.9995832,0.9998248
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringWithSeparator,1125536,1127741,1126376,1128042,1.000267,1.000756
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringWithSeparatorAndStartAndEnd,1149214,1150653,1149121,1150204,0.9997197,0.999919
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.asLazy,521036.6,521442.3,521131.5,521454.3,1.000073,1.000184
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.bottomOccurrences,54647.75,54724.37,54639.17,54734.25,0.999843,1.000217
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk,317158.6,317785.2,317509.1,317994.4,1.000616,1.001173
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_empty,2703854,2708704,2704380,2708383,0.9999586,1.000203
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_large_size,134456.6,134596.2,134454.6,134629.5,0.9999851,1.00028
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_single,794111,795251.3,793865.6,794875.7,0.9995587,1.000201
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_zero_throws,170653.7,171082.5,170770.7,171185.8,1.000431,1.00086
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.clear,245259.4,245489.9,245260.1,245440.5,0.9999246,1.000063
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collect,201343.9,201627.9,201447.3,201678.5,1.00042,1.000586
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collect_target,383801.3,384269.7,383879.2,384284.8,1.000006,1.000306
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectBoolean,520289.7,520994.9,520495.3,521277.9,1.000368,1.000605
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectBooleanWithBagTarget,2230762,2232781,2230563,2232979,0.9998852,1.000089
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectBooleanWithTarget,583080.8,583675.3,582849.8,583487.7,0.999525,0.999774
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectByte,227679.2,227862.3,227696.9,227872.1,1.00002,1.000135
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectByteWithBagTarget,809459.8,810293.8,809556.9,810260.8,0.9999806,1.000122
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectByteWithTarget,374861.6,375368.6,374782.2,375312.7,0.9997073,0.999851
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectChar,212172,212466.6,212202.4,212463.8,0.9999902,1.000263
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectCharWithBagTarget,746047.2,746839.8,746315.6,746994.7,1.000153,1.000411
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectCharWithTarget,360363.9,360829.4,360516.4,360947.6,1.000302,1.000454
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectDouble,192312.7,192599,192233.4,192487.9,0.9995487,0.9997161
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectDoubleWithBagTarget,684671.3,685400.4,685031.8,685762.5,1.000487,1.00064
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectDoubleWithTarget,326271.4,326578.4,326281.4,326585.8,0.9998701,1.000096
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectFloat,202239.2,202487.1,202310.6,202539.4,1.000208,1.000389
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectFloatWithBagTarget,715604.8,716258,715694.2,716533.5,1.000071,1.000385
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectFloatWithTarget,337493.8,339722.6,338255.1,340062.5,1.000393,1.002492
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectIf,252652.1,252958.5,252667,252928.7,0.999898,1.000141
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectIfWithTarget,661277.7,661734.7,661174.6,661921.1,0.9998442,1.000282
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectInt,220364,220550.9,220306.9,220555.6,0.9997406,1.000038
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectIntWithBagTarget,776398.3,777106.3,776334.1,777040.2,0.9997817,0.9999273
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectIntWithTarget,373423.9,373884.4,373434,373947.8,0.9998938,1.00017
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectLong,216902.9,217094.1,216868.1,217086.8,0.9998395,1.000034
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectLongWithBagTarget,754671.6,755412.3,754316.4,755406.4,0.9995417,0.9999922
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectLongWithTarget,366605,367122.8,366382.3,366897.5,0.9992329,0.9994538
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectShort,217681.7,217960.6,217713.3,217991.1,0.9999888,1.0002
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectShortWithBagTarget,766079.3,766864.5,766119.5,766860.9,0.9998781,1.000053
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectShortWithTarget,372763.4,373843.7,372833.3,373730.2,0.9998694,1.000348
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectTarget,94917.1,95031.03,94885.33,94993.74,0.9994742,0.9997147
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectWith,300715.9,301108.8,300781.1,301174.8,0.9999775,1.000247
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectWith_target,83777.36,83917.25,83742.53,83891.77,0.9996112,0.9998341
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectWithOccurrences,279675.9,280092,279642,279973.6,0.9995789,0.9998785
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.contains,474646.7,475167.5,474703.4,475193.2,1.000034,1.000141
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.containsAllArray,215390.4,215628.5,215312.2,215554.2,0.9995628,0.9997812
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.containsAllCollection,850397.9,851442.1,850735.1,851658,1.000266,1.000409
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.containsAllIterable,214163.9,214434.1,214193.5,214463.9,1.000023,1.000262
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.containsBy,329040,329434.2,328924.5,329325.9,0.9996245,0.9998623
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.count,648893.4,649933.3,647963,649223.5,0.9984947,0.9989126
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.countBy,274711.7,275026.2,274858.1,275166.4,1.000272,1.000563
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.countByEach,50869.94,50912.48,50874.67,50913.21,1.000014,1.000143
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.countByWith,261046.5,261404.6,261026.7,261381.7,0.9997569,0.999955
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.countWith,610041.1,610831,610015.2,610748.1,0.9998644,1.000078
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detect,456244.1,456772.1,456305.7,456847.5,0.9999865,1.000165
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectIfNone,433643.3,434146.8,433551.6,434095.5,0.9997,0.9998818
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectOptional,211144.4,211482.8,211141.2,211438.3,0.9997186,0.9999848
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectWith,481886.1,482252.2,481770.2,482190.5,0.9997595,0.9999084
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectWithIfNone,965590.6,966593.1,965359.1,966212.7,0.9996064,0.9998312
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectWithIfNoneBlock,706335.5,707267.5,705773.1,706977.7,0.9992038,0.9995903
