BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.add,242010.8,242713.5,242228.7,242817.5,1.000402,1.001127
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.addAll,242839,243022.8,242715.4,242915.5,0.9994316,0.9996516
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.aggregateByMutating,699562.1,700125.6,699467.9,700108.8,0.9998906,1.000096
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.aggregateByNonMutating,501646.9,503993,501256.8,503004.9,0.998468,1.000088
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfy,559602.8,560158,559574.1,560135.7,0.9998226,1.00003
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfyWith,1153289,1154440,1153253,1154550,0.9999376,1.000112
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfyWithOccurrences,1067003,1068007,1067012,1068064,1.000008,1.000176
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfy,563359.1,563893.7,563573,564254,1.000329,1.000639
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfyWith,1159806,1160997,1159417,1160404,0.9994207,0.9996646
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfyWithOccurrences,1040079,1041031,1040562,1041348,1.000272,1.000492
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString,328688.2,329020.7,328937.6,329229.9,1.000509,1.000759
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString_with_separator,538302.1,539033.6,538208.8,538981.1,0.9996694,1.000055
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString_with_start_separator_end,553775.4,554525.7,553651.2,554204.1,0.9994302,0.9997757
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringThrows,46217.05,46279.31,46191.07,46258.68,0.9992052,0.9995643
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringWithSeparator,1125159,1127119,1125033,1127034,0.9996711,0.9999242
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringWithSeparatorAndStartAndEnd,1149519,1150435,1149639,1150458,1.000014,1.000195
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.asLazy,521060.8,521393,521099.4,521430.5,0.9999003,1.000078
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.bottomOccurrences,54639.46,54727.66,54647.35,54739.05,0.9999847,1.000308
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk,317334.8,317797.3,317527.6,317993.8,1.000376,1.000964
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_empty,2704513,2708204,2703581,2707896,0.999535,0.9999
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_large_size,134485.2,134610.5,134510.3,134624.8,0.9999409,1.000213
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_single,793759.6,794714.2,794113.1,795097.6,1.000319,1.000494
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_zero_throws,170652.1,171034.1,170749.8,171102.5,1.000068,1.000685
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.clear,245215.2,245405,245268.1,245469.7,1.000231,1.000355
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collect,201315.8,201529.9,201475.4,201685.9,1.000595,1.000793
