BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.add,242058.1,242570.9,242131.5,242670.9,1.000084,1.000412
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.addAll,242832.8,242996.6,242839.3,242981.2,0.9999247,1.000052
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.aggregateByMutating,699692,700115,699644,700097.4,0.999898,0.9999749
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.aggregateByNonMutating,501304.2,502823.9,501819.5,502989.8,1.000611,1.001063
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfy,559734.5,560126.5,559734.9,560136.5,0.9999828,1.000096
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfyWith,1153403,1154352,1153585,1154610,1.000169,1.000265
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.allSatisfyWithOccurrences,1067161,1067799,1067041,1067647,0.9998401,0.9999157
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfy,563360.6,563881.8,563507.7,563945.4,1.000214,1.000455
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfyWith,1159645,1160566,1159845,1160576,1.00009,1.000209
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.anySatisfyWithOccurrences,1040365,1041077,1040456,1041166,1.000059,1.000165
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString,328790.3,329038.2,328890.5,329118.5,1.000215,1.000324
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString_with_separator,538059,538754.4,538185.4,538865.4,1.000034,1.000259
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendString_with_start_separator_end,553786.2,554352.4,553935.8,554489,1.00027,1.000404
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringThrows,46210.77,46264.82,46226.67,46271.28,1.000136,1.000363
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringWithSeparator,1125807,1127438,1125904,1127430,0.9999537,1.000437
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.appendStringWithSeparatorAndStartAndEnd,1149768,1150488,1149816,1150655,0.9999807,1.000145
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.asLazy,521211.6,521409.7,521132.4,521304.5,0.9997978,0.9998901
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.bottomOccurrences,54641.34,54701.69,54662.57,54716.65,1.000236,1.000446
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk,317458.1,317838.1,317285.6,317697.7,0.9994567,0.9997156
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_empty,2705477,2708224,2704001,2706508,0.9993664,0.9996351
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_large_size,134516.9,134605,134470.2,134557.7,0.9996248,0.9997282
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_single,794273,794899,794009.4,794718.3,0.999639,0.9997968
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.chunk_zero_throws,170795,171087.1,170797.6,171049.9,0.9998553,1.000162
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.clear,245290.6,245405.8,245277.5,245408.9,0.9999431,1.000028
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collect,201421.4,201579,201421.4,201585.5,0.9998932,1.000045
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collect_target,383919.4,384276.8,383964,384298.9,1.000098,1.000226
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectBoolean,520359.6,520799.6,520445.7,520953.6,1.000142,1.000328
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectBooleanWithBagTarget,2231425,2232738,2231348,2232917,0.9999658,1.000104
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectBooleanWithTarget,582968.6,583442.9,583147.9,583610.2,1.000225,1.000412
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectByte,227694.3,227831.4,227726.1,227847.4,1.000053,1.000139
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectByteWithBagTarget,809737.7,810177.1,809720.4,810205.8,0.9999114,1.000091
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectByteWithTarget,374878.1,375257.3,374881.8,375238.4,0.9999277,1.000108
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectChar,212201,212407.4,212233.6,212427,1.000056,1.000212
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectCharWithBagTarget,746130.7,746631,746289,746869,1.000082,1.000319
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectCharWithTarget,360542.3,360774.7,360617.4,360840.4,1.00019,1.000291
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectDouble,192370.6,192595.2,192269.2,192422.6,0.9992894,0.9995342
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectDoubleWithBagTarget,685021.5,685436.2,684966.5,685346.8,0.999847,0.9999372
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectDoubleWithTarget,326377.7,326583.2,326349.1,326560.8,0.9998785,0.9999591
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectFloat,202343.6,202510,202283,202449.2,0.9996998,0.9998118
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectFloatWithBagTarget,715706.5,716222.8,715769.4,716181.9,1.000009,1.000139
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectFloatWithTarget,338263.7,340031.8,338281,340037.5,0.9996642,1.000425
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectIf,252703.7,252946.3,252751.9,252963.3,1.000026,1.000251
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectIfWithTarget,661277.7,661682,661414.1,661840.5,1.000206,1.000336
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectInt,220394.3,220519.5,220370.6,220517.2,0.9998635,0.9999968
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectIntWithBagTarget,776283.7,776898.6,776429.7,777027.6,1.000166,1.000331
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectIntWithTarget,373391.9,373830.7,373481.1,373801.5,1.000093,1.00043
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectLong,216922.7,217069.8,216889.7,217037.8,0.9997556,0.9998871
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectLongWithBagTarget,754416.8,754969.6,754556.8,755087,1.000125,1.000198
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectLongWithTarget,366527.2,366845.5,366472,366810.6,0.9998493,0.9999819
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectShort,217754.1,217969.7,217688,217890.3,0.9996758,0.9997669
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectShortWithBagTarget,766088.8,766683.6,766158.2,766688,1.000001,1.000169
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectShortWithTarget,372744,373479.3,372958.3,373684.4,1.000452,1.000869
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectTarget,94925.84,95013.54,94921.06,94989.44,0.999824,0.9999961
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectWith,300797.7,301064.7,300782.4,301096.6,0.9999578,1.000106
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectWith_target,83772.1,83870.12,83754.76,83858.78,0.9998647,1.000067
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.collectWithOccurrences,279695.4,279958.7,279679.8,280002,0.999887,1.000155
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.contains,474714.6,475138.1,474696.6,475053.9,0.9998952,1.0001
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.containsAllArray,215447.3,215575.3,215412.5,215552.9,0.9997744,0.9999033
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.containsAllCollection,850674.8,851396.6,850737.1,851389.3,0.9999914,1.000159
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.containsAllIterable,214201.2,214357.7,214228.6,214411.3,1.000096,1.00025
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.containsBy,329082.8,329390.6,329063.3,329397,0.9998248,1.000072
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.count,648383.3,649223.7,648620,649199.1,1.000098,1.000365
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.countBy,274835,275076.2,274835.9,275089.8,0.999977,1.000138
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.countByEach,50877.29,50907.55,50881.45,50905.72,0.9999731,1.000126
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.countByWith,261186.5,261431.4,261208,261493.2,1.000022,1.000237
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.countWith,610344.4,610858.9,610169.9,610619.4,0.9995584,0.9997439
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detect,456399.3,456723.6,456405.4,456724.7,0.9999717,1.000108
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectIfNone,433616.4,434013.3,433401.2,433777.9,0.9994082,0.9995645
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectOptional,211268,211485.4,211180.9,211383.9,0.9995292,0.9996916
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectWith,481914.6,482170.1,481953.9,482274.5,1.000018,1.000216
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectWithIfNone,965689.8,966316.8,965760.2,966363.1,0.9999303,1.000092
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectWithIfNoneBlock,706062.9,706811.7,706307.3,707155.6,1.000221,1.000509
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectWithOccurrences,1016383,1017282,1016426,1017272,0.9998607,1.000042
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.detectWithOptional,210449.8,210808.5,210453.8,210792.2,0.9998038,1.000019
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.empty,1355584,1356011,1355546,1356001,0.9999482,1.000005
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.equalsAndHashCode,130524.5,130977.4,130143.6,130685.5,0.9972489,0.9983167
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.flatCollect,127910.8,128026.6,127937.9,128083.4,1.00017,1.000444
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.flatCollectBoolean,1051299,1051870,1051194,1051882,0.9999002,1.000012
org.eclipse.collections.impl.bag.immutable.ImmutableArrayBagTest.flatCollectByte,488202.1,488692.7,488243.2,488773.4,0.9999402,1.000165
