BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_startsWithSpanKeyAndLengthPrefix,517457.7,517645.4,517447,517668.9,0.9999738,1.000054
zipkin2.internal.WriteBufferTest._Benchmark.benchmark_utf8_matchesAscii,1348310,1348897,1348316,1348951,0.9999314,1.000059
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_PROTO3,678532.8,678881.4,678500.4,678863.6,0.9999018,0.9999881
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readLongLe_byteBuff,1404834,1405494,1404904,1405603,1.000025,1.000098
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_JSON_V1,405022.6,405230.6,404972.3,405199.6,0.999768,0.9999465
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_multiple,394860,395120.5,394890.9,395190,1.000033,1.000176
zipkin2.SpanTest._Benchmark.benchmark_idFromLong,1201442,1202228,1201391,1202197,0.9999235,0.9999894
zipkin2.internal.JsonEscaperTest._Benchmark.benchmark_testJsonEscapedSizeInBytes,1304382,1305194,1304276,1305111,0.9999006,1.000021
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_PROTO3,896898.6,897352.9,896704.1,897400.6,0.999783,1.000069
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readShort_byteBuff,1491776,1492739,1491751,1492894,0.9999219,1.000104
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_proto3,659183.8,659659.9,659120.1,659569.6,0.9998176,0.9999233
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spanRoundTrip_noRemoteServiceName_PROTO3,405365.1,405655.4,405387.6,405645.2,1.000019,1.000161
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_getTraces_filteringMatchesMostRecentTraces,35891.65,35912.71,35888.11,35921.11,0.9998931,1.000234
zipkin2.internal.V1ThriftSpanWriterTest._Benchmark.benchmark_writesTraceAndSpanIds,173996.6,174098.4,173914,174028.4,0.9994917,0.9996065
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readInt_byteBuff,1501181,1502011,1501347,1502280,1.000069,1.000195
zipkin2.internal.DateUtilTest._Benchmark.benchmark_getDays,611989.2,612407.9,612041.6,612401.2,0.99999,1.000091
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_PROTO3,775386.6,775812.9,775352.3,775834.8,0.9999256,1.000028
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4_compressed,430166.5,430520.3,430241.9,430614,1.000167,1.000337
zipkin2.v1.V1SpanTest._Benchmark.benchmark_annotationEndpoint_emptyToNull,1260776,1261659,1260743,1261609,0.9999591,1.000053
zipkin2.internal.SpanNodeTest._Benchmark.benchmark_constructsTraceTree_dedupes,834548.9,835193.7,834487,835111,0.9999259,1.000118
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_addr,995416,996038.7,995364.9,995979.6,0.9998471,0.9999488
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_specialCharsInJson_PROTO3,428875,429201.2,428949,429231.5,1.000144,1.00025
zipkin2.storage.QueryRequestTest._Benchmark.benchmark_test_minDuration,786132.2,786522.4,786264.8,786638.7,1.000142,1.000219
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4,424792.1,425087.2,424851.7,425195.8,1.000091,1.000283
zipkin2.storage.GroupByTraceIdTest._Benchmark.benchmark_map_modifiable,701855.5,702440.4,701806.1,702454.1,0.9999296,1.000108
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_json_v2_partial_tag,823182,823694.4,823044.2,823714.1,0.9998271,1.000043
zipkin2.EndpointTest._Benchmark.benchmark_ipv6_notLocalhost,1266458,1267363,1266242,1267086,0.9997813,0.9999603
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6,1002583,1003225,1002398,1002985,0.9997677,0.9998493
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spansRoundTrip_PROTO3,56493.98,56539.39,56498.53,56538.93,0.9999911,1.000103
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_64bitTraceId_THRIFT,522270.1,522713.5,522274.6,522718.5,1.000009,1.000182
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_mappedIpv4,434008.7,434312.9,433838.4,434215,0.9996165,0.9997745
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_THRIFT_shared,582744.3,583238.2,582776.5,583351.6,1.000006,1.000218
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_toStringContainsOnlySummaryInformation,1263882,1264879,1263699,1264966,0.9998553,1.000069
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForMessage_thrift,700055.2,700632.8,700109.8,700705,0.9999672,1.000122
zipkin2.internal.Proto3ZipkinFieldsTest._Benchmark.benchmark_span_read_tag,720301.6,720843,720161.7,720914.6,0.99983,1.000099
zipkin2.codec.EncodingTest._Benchmark.benchmark_multiItemList_json,1557946,1559481,1556990,1558531,0.9992234,0.999392
