BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_startsWithSpanKeyAndLengthPrefix,517494.4,517612.7,517473,517584.8,0.9999131,0.9999661
zipkin2.internal.WriteBufferTest._Benchmark.benchmark_utf8_matchesAscii,1348423,1348831,1348387,1348873,0.999973,1.00004
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_PROTO3,678617.4,678868,678594.1,678822.2,0.9999325,1.00002
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readLongLe_byteBuff,1405081,1405489,1405015,1405580,0.9999535,1.000065
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_JSON_V1,405005.6,405144.5,404999.8,405149.6,0.9999717,1.000035
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_multiple,394831.7,394975.7,394875,395011.3,1.000059,1.00011
zipkin2.SpanTest._Benchmark.benchmark_idFromLong,1201552,1201958,1201657,1202112,1.000088,1.000132
zipkin2.internal.JsonEscaperTest._Benchmark.benchmark_testJsonEscapedSizeInBytes,1304638,1305091,1304730,1305217,1.000046,1.000097
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_PROTO3,896915.7,897245.4,896861,897173.1,0.9998524,0.9999699
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readShort_byteBuff,1492158,1492767,1491982,1492564,0.9998818,0.9999455
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_proto3,659144.5,659383.1,659140.9,659424.2,0.9999992,1.000063
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spanRoundTrip_noRemoteServiceName_PROTO3,405453.4,405607.4,405452.7,405619.8,0.9999528,1.000031
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_getTraces_filteringMatchesMostRecentTraces,35897.11,35908.76,35891.54,35904.93,0.9998286,0.9998935
zipkin2.internal.V1ThriftSpanWriterTest._Benchmark.benchmark_writesTraceAndSpanIds,173989.6,174062.1,173978.4,174045.5,0.9999161,1.000009
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readInt_byteBuff,1501635,1502209,1501323,1501926,0.9997922,0.99991
zipkin2.internal.DateUtilTest._Benchmark.benchmark_getDays,612096.8,612296.7,612155.3,612384.5,1.000058,1.000143
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_PROTO3,775444.4,775692.9,775496.9,775799.2,1.00002,1.000137
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4_compressed,430235.1,430440.5,430332.7,430499.8,1.000119,1.000227
zipkin2.v1.V1SpanTest._Benchmark.benchmark_annotationEndpoint_emptyToNull,1261043,1261512,1261086,1261517,0.9999869,1.000063
zipkin2.internal.SpanNodeTest._Benchmark.benchmark_constructsTraceTree_dedupes,834791.9,835150.5,834729.4,835106.1,0.9999055,0.9999727
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_addr,995499,995781.7,995544.8,995847.5,1.000034,1.000071
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_specialCharsInJson_PROTO3,428958.8,429124.8,428988.3,429153.5,1.000054,1.000097
zipkin2.storage.QueryRequestTest._Benchmark.benchmark_test_minDuration,786239.2,786487.6,786270.1,786559,1.000039,1.000114
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4,424854.6,425019.4,424847.4,425056.7,0.9999829,1.000088
zipkin2.storage.GroupByTraceIdTest._Benchmark.benchmark_map_modifiable,701941.4,702302.2,701946.5,702298.4,0.9999716,1.000082
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_json_v2_partial_tag,823364.9,823728.1,823343.5,823632.1,0.9999321,1.000035
zipkin2.EndpointTest._Benchmark.benchmark_ipv6_notLocalhost,1266574,1267155,1266351,1266964,0.9998113,0.9998559
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6,1002619,1002920,1002634,1003042,1.000015,1.000121
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spansRoundTrip_PROTO3,56508.71,56531.36,56504.53,56530.46,0.9998831,0.9999841
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_64bitTraceId_THRIFT,522466.5,522714.8,522391.5,522691.2,0.9998623,0.9999558
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_mappedIpv4,433981.7,434195.3,434017.9,434226.1,1.000022,1.0001
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_THRIFT_shared,582888.4,583151.8,582860.6,583152.9,0.9999524,1.000063
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_toStringContainsOnlySummaryInformation,1263988,1264564,1263949,1264519,0.9999202,0.9999972
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForMessage_thrift,700278,700614.7,700338.2,700687.2,1.000014,1.000104
zipkin2.internal.Proto3ZipkinFieldsTest._Benchmark.benchmark_span_read_tag,720344.6,720786.8,720226,720587.9,0.999724,0.9998573
zipkin2.codec.EncodingTest._Benchmark.benchmark_multiItemList_json,1557588,1558389,1557699,1558649,1.000059,1.000167
zipkin2.SpanTest._Benchmark.benchmark_shared_canDisable,1161494,1162102,1161444,1162072,0.9999552,1.000031
zipkin2.codec.V1SpanBytesDecoderTest._Benchmark.benchmark_falseOnEmpty_inputSpans_JSON_V1,1712454,1713422,1712625,1713691,1.0001,1.000242
zipkin2.internal.TraceTest._Benchmark.benchmark_choosesBestTraceId,514795,515097.7,514830.3,515148,1.000059,1.000215
zipkin2.internal.TraceTest._Benchmark.benchmark_cleanupComparator_transitiveKindComparison,152759.1,152841.4,152763.4,152842,0.9999824,1.000042
