BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_startsWithSpanKeyAndLengthPrefix,517471.1,517635.6,517468.5,517580.4,0.9999048,0.9999949
zipkin2.internal.WriteBufferTest._Benchmark.benchmark_utf8_matchesAscii,1348528,1348878,1348386,1348801,0.9998861,0.9999602
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_PROTO3,678559,678783.7,678611.7,678871.1,1.000064,1.000132
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readLongLe_byteBuff,1404950,1405412,1405014,1405523,1.00003,1.000081
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_JSON_V1,405025.3,405165.8,404991.4,405138.9,0.9999099,0.9999765
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_multiple,394853.1,395005.6,394830.1,395042.2,0.9999419,1.000093
zipkin2.SpanTest._Benchmark.benchmark_idFromLong,1201467,1201925,1201428,1202014,0.9999909,1.000082
zipkin2.internal.JsonEscaperTest._Benchmark.benchmark_testJsonEscapedSizeInBytes,1304565,1305189,1304704,1305308,1.000007,1.000165
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_PROTO3,896733.1,897076.1,896926.8,897243.1,1.000168,1.000242
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readShort_byteBuff,1491657,1492516,1491961,1492664,1.000072,1.000239
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_proto3,659193.7,659516.5,658995.7,659379.4,0.9996811,0.9997921
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spanRoundTrip_noRemoteServiceName_PROTO3,405445,405628.2,405421.8,405604.9,0.9999222,1.000023
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_getTraces_filteringMatchesMostRecentTraces,35893.49,35906.48,35894.61,35906.35,0.9999807,1.000051
zipkin2.internal.V1ThriftSpanWriterTest._Benchmark.benchmark_writesTraceAndSpanIds,173989.9,174064.5,173990.9,174063.2,0.9999852,1.000087
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readInt_byteBuff,1501521,1502173,1501428,1501960,0.9998817,0.9999614
zipkin2.internal.DateUtilTest._Benchmark.benchmark_getDays,612136.6,612362.5,612057.2,612294.4,0.9998702,0.9999303
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_PROTO3,775475.3,775802.9,775495.3,775765.2,0.9999716,1.000049
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_compatIpv4_compressed,430303.1,430517.5,430281.3,430500.8,0.9998866,1.000037
zipkin2.v1.V1SpanTest._Benchmark.benchmark_annotationEndpoint_emptyToNull,1261078,1261610,1261063,1261579,0.9999672,1.000021
zipkin2.internal.SpanNodeTest._Benchmark.benchmark_constructsTraceTree_dedupes,834744.5,835148.8,834729.8,835139.5,0.9999565,1.000062
zipkin2.EndpointTest._Benchmark.benchmark_ip_ipv6_addr,995476.7,995852,995528.9,995888,1.000036,1.000117
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_specialCharsInJson_PROTO3,428978.1,429171.8,428973.9,429154.1,0.9999588,1.000003
