BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_startsWithSpanKeyAndLengthPrefix,517437.1,517593.5,517423.3,517634.6,0.9999734,1.00008
zipkin2.internal.WriteBufferTest._Benchmark.benchmark_utf8_matchesAscii,1348440,1348826,1348388,1348941,0.9999658,1.000085
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_PROTO3,678607.2,678850.2,678693.5,678998.6,1.000124,1.000219
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readLongLe_byteBuff,1405026,1405643,1404960,1405457,0.9998994,0.9999753
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_span_shared_JSON_V1,404940.4,405105.9,404980.2,405191.8,1.000098,1.000237
zipkin2.internal.Proto3SpanWriterTest._Benchmark.benchmark_writeList_multiple,394821.6,394994,394807.2,395022.5,0.9999641,1.000079
zipkin2.SpanTest._Benchmark.benchmark_idFromLong,1201485,1202042,1201339,1201985,0.9999039,0.99999
zipkin2.internal.JsonEscaperTest._Benchmark.benchmark_testJsonEscapedSizeInBytes,1304683,1305411,1304452,1305141,0.9997957,0.9998989
zipkin2.codec.SpanBytesEncoderTest._Benchmark.benchmark_noAnnotations_rootServerSpan_PROTO3,896810.5,897420.2,896855.8,897348.1,0.9998995,1.000075
zipkin2.internal.ReadBufferTest._Benchmark.benchmark_readShort_byteBuff,1491933,1492713,1491798,1492690,0.9998921,0.9999848
zipkin2.SpanBytesDecoderDetectorTest._Benchmark.benchmark_decoderForListMessage_proto3,659138.1,659533.8,659021.4,659472.8,0.9998231,0.9999309
zipkin2.codec.SpanBytesDecoderTest._Benchmark.benchmark_spanRoundTrip_noRemoteServiceName_PROTO3,405406.1,405667.1,405476,405714,1.000096,1.000172
zipkin2.storage.InMemoryStorageTest._Benchmark.benchmark_getTraces_filteringMatchesMostRecentTraces,35889.19,35907.47,35895.49,35915.53,1.000175,1.000229
