BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
BinaryFlatMapPerf.completableFlatMapObservable_1,14155150.0000000,14164420.0000000,14156650.0000000,14165970.0000000,1.0000690,1.0001160
BinaryFlatMapPerf.completableFlatMapObservable_1000,118313.1000000,118420.9000000,118323.5000000,118425.8000000,1.0000240,1.0000870
BinaryFlatMapPerf.completableFlatMapObservable_1000000,116.5736000,116.9110000,116.4813000,116.8357000,0.9991730,0.9994168
BinaryFlatMapPerf.completableFlatMapPublisher_1,8651184.0000000,8661727.0000000,8650357.0000000,8660671.0000000,0.9998479,0.9999427
BinaryFlatMapPerf.completableFlatMapPublisher_1000,129032.4000000,129118.8000000,129042.0000000,129130.3000000,1.0000790,1.0001490
BinaryFlatMapPerf.completableFlatMapPublisher_1000000,128.3103000,128.4587000,128.3639000,128.4987000,1.0003300,1.0004350
BinaryFlatMapPerf.completableFlattenAsObservable_1,18331770.0000000,18344500.0000000,18330690.0000000,18344870.0000000,0.9999304,1.0000130
BinaryFlatMapPerf.completableFlattenAsObservable_1000,185386.7000000,185543.9000000,185340.9000000,185502.7000000,0.9997540,0.9998206
BinaryFlatMapPerf.completableFlattenAsObservable_1000000,171.5089000,171.7229000,171.5000000,171.7181000,0.9999491,1.0000460
BinaryFlatMapPerf.completableFlattenAsPublisher_1,13500880.0000000,13513640.0000000,13508410.0000000,13521940.0000000,1.0005230,1.0006400
BinaryFlatMapPerf.completableFlattenAsPublisher_1000,182204.9000000,182341.8000000,182176.5000000,182330.1000000,0.9998448,0.9999358
BinaryFlatMapPerf.completableFlattenAsPublisher_1000000,172.8349000,173.0039000,172.8092000,172.9761000,0.9998056,0.9998851
BinaryFlatMapPerf.maybeFlatMapHideObservable_1,12937650.0000000,12984710.0000000,12928660.0000000,12978900.0000000,0.9993132,0.9995881
BinaryFlatMapPerf.maybeFlatMapHideObservable_1000,144078.0000000,144190.4000000,144099.8000000,144202.4000000,1.0000820,1.0001660
BinaryFlatMapPerf.maybeFlatMapHideObservable_1000000,172.4252000,172.6019000,172.4313000,172.6011000,0.9999986,1.0001020
BinaryFlatMapPerf.maybeFlatMapHidePublisher_1,12218230.0000000,12234720.0000000,12222010.0000000,12237920.0000000,1.0002670,1.0003490
BinaryFlatMapPerf.maybeFlatMapHidePublisher_1000,171007.0000000,171147.3000000,170970.7000000,171139.9000000,0.9998217,0.9999568
BinaryFlatMapPerf.maybeFlatMapHidePublisher_1000000,173.2285000,173.4096000,173.2763000,173.4444000,1.0001870,1.0002870
BinaryFlatMapPerf.maybeFlatMapObservable_1,17218590.0000000,17240000.0000000,17211720.0000000,17231620.0000000,0.9994799,0.9996021
BinaryFlatMapPerf.maybeFlatMapObservable_1000,172968.2000000,173079.6000000,172975.0000000,173078.7000000,1.0000050,1.0000590
BinaryFlatMapPerf.maybeFlatMapObservable_1000000,173.2063000,173.3901000,173.1555000,173.3266000,0.9996287,0.9997358
BinaryFlatMapPerf.maybeFlatMapPublisher_1,12563550.0000000,12579510.0000000,12560510.0000000,12577630.0000000,0.9997227,0.9998541
BinaryFlatMapPerf.maybeFlatMapPublisher_1000,183208.2000000,183368.1000000,183173.7000000,183324.8000000,0.9997443,0.9997935
BinaryFlatMapPerf.maybeFlatMapPublisher_1000000,198.7993000,199.0614000,198.9047000,199.1380000,1.0004090,1.0005930
BinaryFlatMapPerf.maybeFlattenAsObservable_1,27382530.0000000,27451340.0000000,27402780.0000000,27469130.0000000,1.0005710,1.0007330
BinaryFlatMapPerf.maybeFlattenAsObservable_1000,159516.8000000,160438.0000000,159579.0000000,160569.8000000,1.0003940,1.0008130
BinaryFlatMapPerf.maybeFlattenAsObservable_1000000,184.6759000,184.8156000,184.6618000,184.7989000,0.9998532,0.9999183
BinaryFlatMapPerf.maybeFlattenAsPublisher_1,11828150.0000000,11839360.0000000,11827370.0000000,11839230.0000000,0.9999266,1.0000100
BinaryFlatMapPerf.maybeFlattenAsPublisher_1000,143828.4000000,143977.5000000,143815.7000000,143972.0000000,0.9998941,0.9999753
BinaryFlatMapPerf.maybeFlattenAsPublisher_1000000,138.9794000,139.1091000,138.9725000,139.1170000,0.9999772,1.0000480
BinaryFlatMapPerf.singleFlatMapHideObservable_1,13084080.0000000,13094400.0000000,13087160.0000000,13097450.0000000,1.0001700,1.0002360
BinaryFlatMapPerf.singleFlatMapHideObservable_1000,143634.3000000,143770.3000000,143633.8000000,143767.7000000,0.9999751,1.0000100
BinaryFlatMapPerf.singleFlatMapHideObservable_1000000,172.4069000,172.5745000,172.3853000,172.5499000,0.9998557,0.9999043
BinaryFlatMapPerf.singleFlatMapHidePublisher_1,11206060.0000000,11222560.0000000,11206400.0000000,11223620.0000000,0.9999867,1.0001170
BinaryFlatMapPerf.singleFlatMapHidePublisher_1000,170786.4000000,170991.6000000,170799.8000000,170989.7000000,0.9999652,1.0000780
BinaryFlatMapPerf.singleFlatMapHidePublisher_1000000,171.6090000,171.7939000,171.5785000,171.7729000,0.9997919,0.9998675
