BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
BinaryFlatMapPerf.completableFlatMapObservable_1,14156330.0000000,14163500.0000000,14159070.0000000,14165560.0000000,1.0001400,1.0002030
BinaryFlatMapPerf.completableFlatMapObservable_1000,118326.6000000,118405.2000000,118291.3000000,118377.3000000,0.9996757,0.9997561
BinaryFlatMapPerf.completableFlatMapObservable_1000000,116.4727000,116.7749000,116.5667000,116.8405000,1.0005580,1.0007540
BinaryFlatMapPerf.completableFlatMapPublisher_1,8651643.0000000,8660164.0000000,8651472.0000000,8659275.0000000,0.9998843,1.0000100
BinaryFlatMapPerf.completableFlatMapPublisher_1000,129056.8000000,129125.6000000,129048.3000000,129113.4000000,0.9999207,0.9999609
BinaryFlatMapPerf.completableFlatMapPublisher_1000000,128.3039000,128.4127000,128.3657000,128.4853000,1.0004970,1.0005740
BinaryFlatMapPerf.completableFlattenAsObservable_1,18336700.0000000,18347010.0000000,18334730.0000000,18345130.0000000,0.9998639,0.9999019
BinaryFlatMapPerf.completableFlattenAsObservable_1000,185351.1000000,185482.8000000,185399.2000000,185531.9000000,1.0002570,1.0002910
BinaryFlatMapPerf.completableFlattenAsObservable_1000000,171.4919000,171.6633000,171.5317000,171.6953000,1.0002070,1.0002510
BinaryFlatMapPerf.completableFlattenAsPublisher_1,13506160.0000000,13518270.0000000,13505000.0000000,13515640.0000000,0.9998031,0.9999285
BinaryFlatMapPerf.completableFlattenAsPublisher_1000,182213.0000000,182318.7000000,182176.2000000,182276.8000000,0.9997554,0.9997905
BinaryFlatMapPerf.completableFlattenAsPublisher_1000000,172.8316000,172.9749000,172.8165000,172.9457000,0.9998408,0.9999191
BinaryFlatMapPerf.maybeFlatMapHideObservable_1,12932190.0000000,12969440.0000000,12927280.0000000,12969610.0000000,0.9996200,0.9999328
BinaryFlatMapPerf.maybeFlatMapHideObservable_1000,144100.4000000,144184.9000000,144091.7000000,144175.4000000,0.9999014,0.9999509
BinaryFlatMapPerf.maybeFlatMapHideObservable_1000000,172.3956000,172.5265000,172.4276000,172.5753000,1.0002040,1.0002800
BinaryFlatMapPerf.maybeFlatMapHidePublisher_1,12222500.0000000,12234090.0000000,12219620.0000000,12232880.0000000,0.9997665,0.9999108
BinaryFlatMapPerf.maybeFlatMapHidePublisher_1000,170931.6000000,171070.7000000,170946.1000000,171073.2000000,1.0000180,1.0000870
BinaryFlatMapPerf.maybeFlatMapHidePublisher_1000000,173.2459000,173.3851000,173.2257000,173.3763000,0.9999020,0.9999983
BinaryFlatMapPerf.maybeFlatMapObservable_1,17220400.0000000,17236930.0000000,17222190.0000000,17239660.0000000,1.0001000,1.0001980
BinaryFlatMapPerf.maybeFlatMapObservable_1000,172986.4000000,173066.6000000,173005.6000000,173092.1000000,1.0001100,1.0001470
BinaryFlatMapPerf.maybeFlatMapObservable_1000000,173.1724000,173.3079000,173.1868000,173.3114000,1.0000220,1.0000900
BinaryFlatMapPerf.maybeFlatMapPublisher_1,12561780.0000000,12575410.0000000,12564180.0000000,12577370.0000000,1.0000750,1.0001910
BinaryFlatMapPerf.maybeFlatMapPublisher_1000,183220.5000000,183338.8000000,183233.5000000,183355.8000000,1.0000690,1.0001210
BinaryFlatMapPerf.maybeFlatMapPublisher_1000000,198.8597000,199.0432000,198.8160000,199.0013000,0.9997209,0.9997923
BinaryFlatMapPerf.maybeFlattenAsObservable_1,27402350.0000000,27457640.0000000,27415470.0000000,27469450.0000000,1.0003420,1.0004850
BinaryFlatMapPerf.maybeFlattenAsObservable_1000,159714.3000000,160543.1000000,160034.3000000,160935.4000000,1.0016430,1.0022980
BinaryFlatMapPerf.maybeFlattenAsObservable_1000000,184.6829000,184.7940000,184.6690000,184.7734000,0.9998893,0.9999461
BinaryFlatMapPerf.maybeFlattenAsPublisher_1,11827510.0000000,11835910.0000000,11826830.0000000,11835570.0000000,0.9999299,0.9999728
BinaryFlatMapPerf.maybeFlattenAsPublisher_1000,143807.8000000,143915.1000000,143803.6000000,143921.8000000,0.9999750,1.0000520
BinaryFlatMapPerf.maybeFlattenAsPublisher_1000000,138.9985000,139.1037000,138.9720000,139.0774000,0.9998058,0.9998463
BinaryFlatMapPerf.singleFlatMapHideObservable_1,13086710.0000000,13096120.0000000,13084580.0000000,13092780.0000000,0.9997730,0.9998502
BinaryFlatMapPerf.singleFlatMapHideObservable_1000,143642.7000000,143738.3000000,143630.1000000,143732.4000000,0.9999149,0.9999582
BinaryFlatMapPerf.singleFlatMapHideObservable_1000000,172.4237000,172.5434000,172.3989000,172.5345000,0.9998572,0.9999458
BinaryFlatMapPerf.singleFlatMapHidePublisher_1,11207430.0000000,11218550.0000000,11207670.0000000,11220920.0000000,1.0000130,1.0002120
BinaryFlatMapPerf.singleFlatMapHidePublisher_1000,170757.4000000,170919.9000000,170791.8000000,170936.3000000,1.0001050,1.0002450
BinaryFlatMapPerf.singleFlatMapHidePublisher_1000000,171.6071000,171.7656000,171.6096000,171.7654000,0.9999829,1.0000520
BinaryFlatMapPerf.singleFlatMapObservable_1,17187110.0000000,17200900.0000000,17185520.0000000,17202880.0000000,0.9999105,1.0001070
