BENCHMARK,Lower_CI_original,Upper_CI_original,Lower_CI_target,Upper_CI_target,Lower_RCI,Upper_RCI
BinaryFlatMapPerf.completableFlatMapObservable_1,14154040.0000000,14164170.0000000,14150260.0000000,14161330.0000000,0.9997261,0.9998012
BinaryFlatMapPerf.completableFlatMapObservable_1000,118277.6000000,118392.7000000,118284.9000000,118402.0000000,1.0000580,1.0001610
BinaryFlatMapPerf.completableFlatMapObservable_1000000,116.3893000,116.8443000,116.4944000,116.8812000,1.0003850,1.0009270
BinaryFlatMapPerf.completableFlatMapPublisher_1,8651949.0000000,8664461.0000000,8649783.0000000,8662125.0000000,0.9997360,0.9998622
BinaryFlatMapPerf.completableFlatMapPublisher_1000,129072.2000000,129169.8000000,129022.9000000,129126.8000000,0.9996115,0.9997230
BinaryFlatMapPerf.completableFlatMapPublisher_1000000,128.3100000,128.4707000,128.2902000,128.4682000,0.9998482,0.9999521
BinaryFlatMapPerf.completableFlattenAsObservable_1,18332430.0000000,18347870.0000000,18334840.0000000,18348690.0000000,1.0000570,1.0001770
BinaryFlatMapPerf.completableFlattenAsObservable_1000,185372.9000000,185571.2000000,185338.6000000,185538.7000000,0.9998151,0.9998978
BinaryFlatMapPerf.completableFlattenAsObservable_1000000,171.4337000,171.6872000,171.4423000,171.7084000,1.0000480,1.0001540
BinaryFlatMapPerf.completableFlattenAsPublisher_1,13504770.0000000,13522490.0000000,13503330.0000000,13519740.0000000,0.9997850,0.9999030
BinaryFlatMapPerf.completableFlattenAsPublisher_1000,182167.8000000,182332.8000000,182104.3000000,182258.1000000,0.9995812,0.9996788
BinaryFlatMapPerf.completableFlattenAsPublisher_1000000,172.8180000,173.0395000,172.8175000,173.0153000,0.9998399,0.9999980
BinaryFlatMapPerf.maybeFlatMapHideObservable_1,12923710.0000000,12991900.0000000,12928070.0000000,12990810.0000000,0.9999216,1.0004000
BinaryFlatMapPerf.maybeFlatMapHideObservable_1000,144100.4000000,144210.2000000,144071.9000000,144209.8000000,0.9998123,0.9999909
BinaryFlatMapPerf.maybeFlatMapHideObservable_1000000,172.3818000,172.5925000,172.4094000,172.6229000,1.0001210,1.0001900
BinaryFlatMapPerf.maybeFlatMapHidePublisher_1,12220310.0000000,12236710.0000000,12212880.0000000,12231200.0000000,0.9993843,0.9995545
BinaryFlatMapPerf.maybeFlatMapHidePublisher_1000,170834.7000000,171067.4000000,170869.1000000,171068.4000000,1.0000220,1.0002130
BinaryFlatMapPerf.maybeFlatMapHidePublisher_1000000,173.2300000,173.4175000,173.1179000,173.3164000,0.9993014,0.9994251
BinaryFlatMapPerf.maybeFlatMapObservable_1,17213120.0000000,17241880.0000000,17208210.0000000,17232730.0000000,0.9994733,0.9997222
BinaryFlatMapPerf.maybeFlatMapObservable_1000,172962.4000000,173108.3000000,172978.9000000,173114.5000000,1.0000180,1.0001270
BinaryFlatMapPerf.maybeFlatMapObservable_1000000,173.1855000,173.3870000,173.1701000,173.3804000,0.9998678,0.9999709
BinaryFlatMapPerf.maybeFlatMapPublisher_1,12558760.0000000,12577920.0000000,12558510.0000000,12578520.0000000,0.9999702,1.0000710
BinaryFlatMapPerf.maybeFlatMapPublisher_1000,183241.0000000,183422.9000000,183203.8000000,183374.1000000,0.9996890,0.9998251
BinaryFlatMapPerf.maybeFlatMapPublisher_1000000,198.8819000,199.1401000,198.8415000,199.1022000,0.9997871,0.9998400
BinaryFlatMapPerf.maybeFlattenAsObservable_1,27372500.0000000,27462490.0000000,27387610.0000000,27468830.0000000,1.0002530,1.0004980
BinaryFlatMapPerf.maybeFlattenAsObservable_1000,160034.9000000,161243.6000000,159792.6000000,161031.7000000,0.9982670,0.9988152
BinaryFlatMapPerf.maybeFlattenAsObservable_1000000,184.6335000,184.7990000,184.6344000,184.8082000,1.0000080,1.0000800
BinaryFlatMapPerf.maybeFlattenAsPublisher_1,11829110.0000000,11842190.0000000,11826670.0000000,11840460.0000000,0.9997752,0.9999091
BinaryFlatMapPerf.maybeFlattenAsPublisher_1000,143806.4000000,143989.8000000,143757.8000000,143920.6000000,0.9995127,0.9996573
BinaryFlatMapPerf.maybeFlattenAsPublisher_1000000,138.9460000,139.1198000,138.9659000,139.1444000,1.0001220,1.0002260
BinaryFlatMapPerf.singleFlatMapHideObservable_1,13083960.0000000,13097100.0000000,13082010.0000000,13094450.0000000,0.9997794,0.9998676
BinaryFlatMapPerf.singleFlatMapHideObservable_1000,143580.8000000,143732.1000000,143594.8000000,143726.0000000,0.9999536,1.0000990
BinaryFlatMapPerf.singleFlatMapHideObservable_1000000,172.4212000,172.5985000,172.3368000,172.5389000,0.9994700,0.9996596
BinaryFlatMapPerf.singleFlatMapHidePublisher_1,11208720.0000000,11229420.0000000,11211500.0000000,11234000.0000000,1.0002340,1.0004050
BinaryFlatMapPerf.singleFlatMapHidePublisher_1000,170749.3000000,170997.9000000,170791.6000000,171025.4000000,1.0002070,1.0003180
BinaryFlatMapPerf.singleFlatMapHidePublisher_1000000,171.5687000,171.7951000,171.5594000,171.7990000,0.9999339,1.0000480
BinaryFlatMapPerf.singleFlatMapObservable_1,17175740.0000000,17199560.0000000,17183230.0000000,17209680.0000000,1.0004300,1.0006070
